name,sigma,degree,seed,t_srgb,t_sindy_null,t_sindy_st,t_total,srgb_exact
wavenumber_dispersion,0.05,2,29,0.018,0.004,0.039,0.062,True
distance_3d,0.0,2,0,0.033,0.004,0.047,0.084,True
distance_3d,0.0,2,1,0.021,0.002,0.038,0.061,True
distance_3d,0.0,2,2,0.027,0.004,0.051,0.082,True
distance_3d,0.0,2,3,0.027,0.003,0.041,0.071,True
distance_3d,0.0,2,4,0.03,0.004,0.045,0.079,True
distance_3d,0.0,2,5,0.023,0.005,0.045,0.073,True
distance_3d,0.0,2,6,0.024,0.002,0.045,0.072,True
distance_3d,0.0,2,7,0.029,0.004,0.038,0.071,True
distance_3d,0.0,2,8,0.023,0.003,0.045,0.071,True
distance_3d,0.0,2,9,0.028,0.004,0.037,0.07,True
distance_3d,0.0,2,10,0.029,0.004,0.048,0.081,True
distance_3d,0.0,2,11,0.021,0.004,0.023,0.047,True
distance_3d,0.0,2,12,0.029,0.004,0.03,0.064,True
distance_3d,0.0,2,13,0.028,0.003,0.045,0.075,True
distance_3d,0.0,2,14,0.018,0.004,0.048,0.07,True
distance_3d,0.0,2,15,0.03,0.004,0.041,0.075,True
distance_3d,0.0,2,16,0.028,0.004,0.045,0.077,True
distance_3d,0.0,2,17,0.028,0.004,0.04,0.072,True
distance_3d,0.0,2,18,0.017,0.003,0.046,0.067,True
distance_3d,0.0,2,19,0.027,0.004,0.05,0.081,True
distance_3d,0.0,2,20,0.028,0.002,0.045,0.075,True
distance_3d,0.0,2,21,0.102,0.004,0.044,0.15,True
distance_3d,0.0,2,22,0.03,0.004,0.045,0.079,True
distance_3d,0.0,2,23,0.015,0.002,0.043,0.059,True
distance_3d,0.0,2,24,0.029,0.004,0.043,0.076,True
distance_3d,0.0,2,25,0.026,0.004,0.048,0.078,True
distance_3d,0.0,2,26,0.028,0.004,0.034,0.067,True
distance_3d,0.0,2,27,0.029,0.004,0.054,0.088,True
distance_3d,0.0,2,28,0.017,0.002,0.043,0.063,True
distance_3d,0.0,2,29,0.028,0.004,0.052,0.084,True
distance_3d,0.02,2,0,0.036,0.005,0.036,0.076,True
distance_3d,0.02,2,1,0.07,0.003,0.052,0.125,True
distance_3d,0.02,2,2,0.035,0.005,0.057,0.097,True
distance_3d,0.02,2,3,0.033,0.004,0.052,0.09,True
distance_3d,0.02,2,4,0.036,0.005,0.057,0.097,True
distance_3d,0.02,2,5,0.073,0.003,0.057,0.132,True
distance_3d,0.02,2,6,0.066,0.004,0.055,0.124,True
distance_3d,0.02,2,7,0.035,0.005,0.046,0.087,True
distance_3d,0.02,2,8,0.069,0.004,0.048,0.121,True
distance_3d,0.02,2,9,0.03,0.005,0.045,0.08,True
distance_3d,0.02,2,10,0.035,0.005,0.058,0.098,True
distance_3d,0.02,2,11,0.033,0.005,0.053,0.091,True
distance_3d,0.02,2,12,0.035,0.005,0.047,0.086,True
distance_3d,0.02,2,13,0.025,0.004,0.058,0.086,True
distance_3d,0.02,2,14,0.08,0.005,0.065,0.149,True
distance_3d,0.02,2,15,0.034,0.003,0.048,0.085,True
distance_3d,0.02,2,16,0.077,0.005,0.051,0.133,True
distance_3d,0.02,2,17,0.034,0.005,0.062,0.101,True
distance_3d,0.02,2,18,0.034,0.004,0.064,0.101,True
distance_3d,0.02,2,19,0.084,0.003,0.06,0.147,True
distance_3d,0.02,2,20,0.034,0.005,0.042,0.081,True
distance_3d,0.02,2,21,0.075,0.005,0.051,0.131,True
distance_3d,0.02,2,22,0.035,0.005,0.057,0.097,True
distance_3d,0.02,2,23,0.033,0.004,0.052,0.089,True
distance_3d,0.02,2,24,0.026,0.005,0.049,0.081,True
distance_3d,0.02,2,25,0.035,0.005,0.046,0.085,True
distance_3d,0.02,2,26,0.03,0.005,0.056,0.092,True
distance_3d,0.02,2,27,0.035,0.003,0.053,0.091,True
distance_3d,0.02,2,28,0.034,0.004,0.053,0.091,True
distance_3d,0.02,2,29,0.036,0.005,0.057,0.098,True
distance_3d,0.05,2,0,0.087,0.109,0.043,0.239,True
distance_3d,0.05,2,1,0.101,0.128,0.046,0.275,True
distance_3d,0.05,2,2,0.1,0.094,0.055,0.249,True
distance_3d,0.05,2,3,0.095,0.06,0.054,0.209,True
distance_3d,0.05,2,4,0.084,0.07,0.058,0.212,True
distance_3d,0.05,2,5,0.088,0.093,0.055,0.236,True
distance_3d,0.05,2,6,0.084,0.09,0.052,0.226,True
distance_3d,0.05,2,7,0.096,0.102,0.055,0.253,True
distance_3d,0.05,2,8,0.102,0.08,0.05,0.233,True
distance_3d,0.05,2,9,0.075,0.119,0.047,0.241,True
distance_3d,0.05,2,10,0.089,0.09,0.048,0.227,True
distance_3d,0.05,2,11,0.101,0.066,0.06,0.227,True
distance_3d,0.05,2,12,0.089,0.101,0.042,0.232,True
distance_3d,0.05,2,13,0.103,0.083,0.063,0.249,True
distance_3d,0.05,2,14,0.097,0.087,0.06,0.244,True
distance_3d,0.05,2,15,0.087,0.105,0.043,0.234,True
distance_3d,0.05,2,16,0.1,0.087,0.061,0.249,True
distance_3d,0.05,2,17,0.089,0.094,0.041,0.224,True
distance_3d,0.05,2,18,0.102,0.082,0.063,0.247,True
distance_3d,0.05,2,19,0.087,0.081,0.061,0.23,True
distance_3d,0.05,2,20,0.078,0.113,0.052,0.242,True
distance_3d,0.05,2,21,0.094,0.106,0.069,0.269,True
distance_3d,0.05,2,22,0.101,0.092,0.067,0.26,True
distance_3d,0.05,2,23,0.105,0.089,0.06,0.253,True
distance_3d,0.05,2,24,0.103,0.076,0.052,0.231,True
distance_3d,0.05,2,25,0.087,0.093,0.05,0.23,True
distance_3d,0.05,2,26,0.091,0.13,0.055,0.275,True
distance_3d,0.05,2,27,0.095,0.121,0.05,0.267,True
distance_3d,0.05,2,28,0.096,0.088,0.055,0.238,True
distance_3d,0.05,2,29,0.087,0.093,0.046,0.226,True
I.39.22,0.0,2,0,0.026,0.004,0.101,0.131,True
I.39.22,0.0,2,1,0.025,0.004,0.086,0.114,True
I.39.22,0.0,2,2,0.025,0.003,0.085,0.114,True
I.39.22,0.0,2,3,0.024,0.004,0.088,0.117,True
I.39.22,0.0,2,4,0.023,0.003,0.095,0.122,True
I.39.22,0.0,2,5,0.014,0.004,0.086,0.104,True
I.39.22,0.0,2,6,0.026,0.004,0.086,0.115,True
I.39.22,0.0,2,7,0.025,0.003,0.096,0.124,True
I.39.22,0.0,2,8,0.026,0.004,0.083,0.113,True
I.39.22,0.0,2,9,0.026,0.003,0.089,0.118,True
I.39.22,0.0,2,10,0.016,0.004,0.09,0.11,True
I.39.22,0.0,2,11,0.024,0.003,0.082,0.109,True
I.39.22,0.0,2,12,0.024,0.003,0.089,0.116,True
I.39.22,0.0,2,13,0.019,0.002,0.087,0.109,True
I.39.22,0.0,2,14,0.024,0.004,0.086,0.114,True
I.39.22,0.0,2,15,0.024,0.003,0.088,0.115,True
I.39.22,0.0,2,16,0.022,0.004,0.078,0.104,True
I.39.22,0.0,2,17,0.025,0.004,0.086,0.115,True
I.39.22,0.0,2,18,0.022,0.004,0.089,0.115,True
I.39.22,0.0,2,19,0.025,0.002,0.085,0.113,True
I.39.22,0.0,2,20,0.023,0.003,0.076,0.102,True
I.39.22,0.0,2,21,0.021,0.002,0.096,0.119,True
I.39.22,0.0,2,22,0.026,0.004,0.077,0.107,True
I.39.22,0.0,2,23,0.023,0.002,0.089,0.114,True
I.39.22,0.0,2,24,0.1,0.003,0.081,0.184,True
I.39.22,0.0,2,25,0.025,0.004,0.081,0.111,True
I.39.22,0.0,2,26,0.023,0.003,0.088,0.114,True
I.39.22,0.0,2,27,0.021,0.003,0.075,0.099,True
I.39.22,0.0,2,28,0.023,0.004,0.078,0.105,True
I.39.22,0.0,2,29,0.025,0.004,0.089,0.118,True
I.39.22,0.02,2,0,0.754,0.295,0.107,1.157,True
I.39.22,0.02,2,1,0.24,0.339,0.102,0.682,True
I.39.22,0.02,2,2,0.328,0.335,0.096,0.758,True
I.39.22,0.02,2,3,0.305,0.316,0.109,0.73,True
I.39.22,0.02,2,4,0.178,0.339,0.113,0.63,True
I.39.22,0.02,2,5,0.417,0.344,0.111,0.871,True
I.39.22,0.02,2,6,0.503,0.299,0.109,0.911,True
I.39.22,0.02,2,7,0.779,0.333,0.111,1.223,True
I.39.22,0.02,2,8,0.236,0.3,0.091,0.627,True
I.39.22,0.02,2,9,0.302,0.331,0.111,0.743,True
I.39.22,0.02,2,10,0.827,0.389,0.096,1.312,True
I.39.22,0.02,2,11,0.366,0.344,0.102,0.812,True
I.39.22,0.02,2,12,0.435,0.3,0.119,0.853,True
I.39.22,0.02,2,13,0.311,0.324,0.1,0.735,True
I.39.22,0.02,2,14,0.782,0.36,0.096,1.237,True
I.39.22,0.02,2,15,0.586,0.346,0.098,1.03,True
I.39.22,0.02,2,16,0.28,0.326,0.108,0.714,True
I.39.22,0.02,2,17,0.223,0.335,0.107,0.665,True
I.39.22,0.02,2,18,0.348,0.34,0.115,0.803,True
I.39.22,0.02,2,19,0.345,0.33,0.101,0.777,True
I.39.22,0.02,2,20,0.544,0.331,0.117,0.991,True
I.39.22,0.02,2,21,0.238,0.31,0.119,0.667,True
I.39.22,0.02,2,22,0.617,0.35,0.107,1.074,True
I.39.22,0.02,2,23,0.372,0.328,0.103,0.804,True
I.39.22,0.02,2,24,0.288,0.331,0.094,0.714,True
I.39.22,0.02,2,25,0.304,0.335,0.093,0.733,True
I.39.22,0.02,2,26,0.291,0.332,0.093,0.716,True
I.39.22,0.02,2,27,0.287,0.341,0.103,0.731,True
I.39.22,0.02,2,28,0.168,0.328,0.097,0.593,True
I.39.22,0.02,2,29,0.456,0.347,0.112,0.916,True
I.39.22,0.05,2,0,1.299,0.328,0.101,1.728,False
I.39.22,0.05,2,1,0.969,0.332,0.094,1.395,True
I.39.22,0.05,2,2,0.644,0.323,0.112,1.079,True
I.39.22,0.05,2,3,1.227,0.358,0.108,1.693,False
I.39.22,0.05,2,4,0.965,0.343,0.107,1.415,True
I.39.22,0.05,2,5,1.16,0.343,0.09,1.593,True
I.39.22,0.05,2,6,1.068,0.352,0.093,1.513,True
I.39.22,0.05,2,7,0.921,0.342,0.093,1.356,True
I.39.22,0.05,2,8,0.992,0.345,0.175,1.512,True
I.39.22,0.05,2,9,1.028,0.342,0.099,1.469,True
I.39.22,0.05,2,10,0.951,0.331,0.087,1.37,True
I.39.22,0.05,2,11,0.925,0.257,0.118,1.3,True
I.39.22,0.05,2,12,1.015,0.354,0.1,1.469,True
I.39.22,0.05,2,13,1.121,0.317,0.11,1.548,True
I.39.22,0.05,2,14,1.199,0.338,0.099,1.636,True
I.39.22,0.05,2,15,0.99,0.336,0.086,1.412,True
I.39.22,0.05,2,16,0.963,0.328,0.093,1.384,True
I.39.22,0.05,2,17,1.25,0.328,0.104,1.682,False
I.39.22,0.05,2,18,1.012,0.326,0.097,1.435,True
I.39.22,0.05,2,19,1.031,0.364,0.09,1.484,True
I.39.22,0.05,2,20,0.98,0.33,0.099,1.41,True
I.39.22,0.05,2,21,1.18,0.34,0.1,1.62,False
I.39.22,0.05,2,22,1.085,0.344,0.135,1.564,True
I.39.22,0.05,2,23,1.069,0.327,0.107,1.503,True
I.39.22,0.05,2,24,1.054,0.335,0.112,1.502,True
I.39.22,0.05,2,25,1.028,0.339,0.121,1.487,True
I.39.22,0.05,2,26,1.036,0.331,0.098,1.465,True
I.39.22,0.05,2,27,0.909,0.343,0.1,1.352,True
I.39.22,0.05,2,28,1.015,0.348,0.101,1.464,True
I.39.22,0.05,2,29,1.017,0.353,0.074,1.444,True
I.34.27,0.0,2,0,0.012,0.001,0.039,0.052,True
I.34.27,0.0,2,1,0.02,0.002,0.03,0.051,True
I.34.27,0.0,2,2,0.017,0.002,0.018,0.037,True
I.34.27,0.0,2,3,0.014,0.001,0.015,0.03,True
I.34.27,0.0,2,4,0.012,0.002,0.03,0.044,True
I.34.27,0.0,2,5,0.017,0.002,0.025,0.044,True
I.34.27,0.0,2,6,0.009,0.001,0.02,0.03,True
I.34.27,0.0,2,7,0.017,0.002,0.019,0.037,True
I.34.27,0.0,2,8,0.009,0.001,0.013,0.023,True
I.34.27,0.0,2,9,0.017,0.002,0.025,0.043,True
I.34.27,0.0,2,10,0.009,0.001,0.01,0.021,True
I.34.27,0.0,2,11,0.009,0.001,0.015,0.025,True
I.34.27,0.0,2,12,0.017,0.002,0.024,0.044,True
I.34.27,0.0,2,13,0.018,0.002,0.022,0.041,True
I.34.27,0.0,2,14,0.009,0.001,0.011,0.021,True
I.34.27,0.0,2,15,0.009,0.001,0.017,0.027,True
I.34.27,0.0,2,16,0.017,0.002,0.027,0.046,True
I.34.27,0.0,2,17,0.017,0.002,0.027,0.046,True
I.34.27,0.0,2,18,0.017,0.002,0.018,0.037,True
I.34.27,0.0,2,19,0.013,0.002,0.024,0.04,True
I.34.27,0.0,2,20,0.017,0.002,0.025,0.043,True
I.34.27,0.0,2,21,0.017,0.002,0.023,0.041,True
I.34.27,0.0,2,22,0.017,0.002,0.014,0.034,True
I.34.27,0.0,2,23,0.009,0.002,0.02,0.031,True
I.34.27,0.0,2,24,0.009,0.001,0.012,0.022,True
I.34.27,0.0,2,25,0.009,0.001,0.023,0.033,True
I.34.27,0.0,2,26,0.017,0.002,0.024,0.043,True
I.34.27,0.0,2,27,0.017,0.002,0.023,0.042,True
I.34.27,0.0,2,28,0.017,0.002,0.018,0.037,True
I.34.27,0.0,2,29,0.009,0.001,0.012,0.023,True
I.34.27,0.02,2,0,0.071,0.068,0.024,0.164,True
I.34.27,0.02,2,1,0.056,0.055,0.029,0.14,True
I.34.27,0.02,2,2,0.072,0.065,0.03,0.167,True
I.34.27,0.02,2,3,0.067,0.043,0.03,0.141,True
I.34.27,0.02,2,4,0.06,0.074,0.032,0.166,True
I.34.27,0.02,2,5,0.061,0.046,0.03,0.137,True
I.34.27,0.02,2,6,0.069,0.061,0.029,0.159,True
I.34.27,0.02,2,7,0.072,0.045,0.02,0.138,True
I.34.27,0.02,2,8,0.052,0.069,0.031,0.153,True
I.34.27,0.02,2,9,0.072,0.066,0.031,0.17,True
I.34.27,0.02,2,10,0.084,0.057,0.031,0.172,True
I.34.27,0.02,2,11,0.071,0.05,0.029,0.15,True
I.34.27,0.02,2,12,0.081,0.06,0.03,0.171,True
I.34.27,0.02,2,13,0.067,0.066,0.029,0.162,True
I.34.27,0.02,2,14,0.068,0.039,0.029,0.136,True
I.34.27,0.02,2,15,0.056,0.06,0.028,0.144,True
I.34.27,0.02,2,16,0.069,0.065,0.015,0.148,True
I.34.27,0.02,2,17,0.066,0.068,0.032,0.166,True
I.34.27,0.02,2,18,0.047,0.069,0.027,0.143,True
I.34.27,0.02,2,19,0.067,0.068,0.03,0.165,True
I.34.27,0.02,2,20,0.072,0.062,0.016,0.149,True
I.34.27,0.02,2,21,0.065,0.069,0.029,0.163,True
I.34.27,0.02,2,22,0.083,0.056,0.029,0.167,True
I.34.27,0.02,2,23,0.06,0.072,0.033,0.164,True
I.34.27,0.02,2,24,0.067,0.068,0.014,0.148,True
I.34.27,0.02,2,25,0.064,0.072,0.015,0.15,True
I.34.27,0.02,2,26,0.067,0.07,0.029,0.165,True
I.34.27,0.02,2,27,0.057,0.052,0.028,0.137,True
I.34.27,0.02,2,28,0.066,0.07,0.027,0.164,True
I.34.27,0.02,2,29,0.049,0.07,0.029,0.148,True
I.34.27,0.05,2,0,0.05,0.214,0.04,0.304,True
I.34.27,0.05,2,1,0.043,0.145,0.03,0.218,True
I.34.27,0.05,2,2,0.043,0.202,0.03,0.275,True
I.34.27,0.05,2,3,0.043,0.145,0.034,0.222,True
I.34.27,0.05,2,4,0.043,0.153,0.031,0.228,True
I.34.27,0.05,2,5,0.042,0.212,0.015,0.27,True
I.34.27,0.05,2,6,0.043,0.217,0.029,0.288,True
I.34.27,0.05,2,7,0.043,0.203,0.022,0.269,True
I.34.27,0.05,2,8,0.029,0.187,0.028,0.243,True
I.34.27,0.05,2,9,0.033,0.189,0.019,0.241,True
I.34.27,0.05,2,10,0.038,0.209,0.018,0.265,True
I.34.27,0.05,2,11,0.043,0.211,0.027,0.281,True
I.34.27,0.05,2,12,0.043,0.199,0.027,0.269,True
I.34.27,0.05,2,13,0.043,0.195,0.026,0.264,True
I.34.27,0.05,2,14,0.043,0.219,0.013,0.276,True
I.34.27,0.05,2,15,0.043,0.18,0.031,0.254,True
I.34.27,0.05,2,16,0.042,0.173,0.027,0.243,True
I.34.27,0.05,2,17,0.043,0.219,0.027,0.288,True
I.34.27,0.05,2,18,0.041,0.214,0.028,0.283,True
I.34.27,0.05,2,19,0.031,0.193,0.027,0.251,True
I.34.27,0.05,2,20,0.044,0.135,0.025,0.204,True
I.34.27,0.05,2,21,0.03,0.212,0.028,0.27,True
I.34.27,0.05,2,22,0.043,0.211,0.026,0.28,True
I.34.27,0.05,2,23,0.043,0.167,0.026,0.237,True
I.34.27,0.05,2,24,0.039,0.16,0.018,0.217,True
I.34.27,0.05,2,25,0.04,0.161,0.026,0.227,True
I.34.27,0.05,2,26,0.043,0.145,0.025,0.213,True
I.34.27,0.05,2,27,0.043,0.146,0.026,0.215,True
I.34.27,0.05,2,28,0.042,0.186,0.024,0.252,True
I.34.27,0.05,2,29,0.036,0.183,0.025,0.244,True
planck_relation_duplicate,0.0,2,0,0.017,0.002,0.029,0.047,True
planck_relation_duplicate,0.0,2,1,0.017,0.002,0.026,0.045,True
planck_relation_duplicate,0.0,2,2,0.017,0.002,0.016,0.034,True
planck_relation_duplicate,0.0,2,3,0.017,0.002,0.021,0.04,True
planck_relation_duplicate,0.0,2,4,0.017,0.002,0.026,0.044,True
planck_relation_duplicate,0.0,2,5,0.017,0.002,0.023,0.042,True
planck_relation_duplicate,0.0,2,6,0.017,0.002,0.025,0.044,True
planck_relation_duplicate,0.0,2,7,0.016,0.002,0.011,0.03,True
planck_relation_duplicate,0.0,2,8,0.015,0.002,0.024,0.042,True
planck_relation_duplicate,0.0,2,9,0.016,0.002,0.025,0.043,True
planck_relation_duplicate,0.0,2,10,0.018,0.002,0.018,0.038,True
planck_relation_duplicate,0.0,2,11,0.009,0.001,0.011,0.021,True
planck_relation_duplicate,0.0,2,12,0.015,0.002,0.023,0.04,True
planck_relation_duplicate,0.0,2,13,0.016,0.002,0.024,0.042,True
planck_relation_duplicate,0.0,2,14,0.017,0.002,0.023,0.042,True
planck_relation_duplicate,0.0,2,15,0.015,0.001,0.016,0.032,True
planck_relation_duplicate,0.0,2,16,0.017,0.002,0.025,0.043,True
planck_relation_duplicate,0.0,2,17,0.017,0.002,0.025,0.044,True
planck_relation_duplicate,0.0,2,18,0.016,0.002,0.024,0.043,True
planck_relation_duplicate,0.0,2,19,0.009,0.001,0.02,0.03,True
planck_relation_duplicate,0.0,2,20,0.016,0.002,0.024,0.042,True
planck_relation_duplicate,0.0,2,21,0.015,0.001,0.011,0.027,True
planck_relation_duplicate,0.0,2,22,0.009,0.001,0.021,0.032,True
planck_relation_duplicate,0.0,2,23,0.017,0.002,0.023,0.042,True
planck_relation_duplicate,0.0,2,24,0.016,0.002,0.024,0.042,True
planck_relation_duplicate,0.0,2,25,0.017,0.002,0.019,0.037,True
planck_relation_duplicate,0.0,2,26,0.009,0.001,0.011,0.021,True
planck_relation_duplicate,0.0,2,27,0.013,0.002,0.023,0.038,True
planck_relation_duplicate,0.0,2,28,0.017,0.002,0.023,0.042,True
planck_relation_duplicate,0.0,2,29,0.017,0.002,0.025,0.044,True
planck_relation_duplicate,0.02,2,0,0.047,0.065,0.029,0.141,True
planck_relation_duplicate,0.02,2,1,0.057,0.066,0.028,0.151,True
planck_relation_duplicate,0.02,2,2,0.062,0.051,0.028,0.14,True
planck_relation_duplicate,0.02,2,3,0.063,0.063,0.013,0.139,True
planck_relation_duplicate,0.02,2,4,0.057,0.058,0.028,0.143,True
planck_relation_duplicate,0.02,2,5,0.053,0.069,0.024,0.145,True
planck_relation_duplicate,0.02,2,6,0.053,0.069,0.026,0.149,True
planck_relation_duplicate,0.02,2,7,0.059,0.05,0.029,0.137,True
planck_relation_duplicate,0.02,2,8,0.054,0.06,0.028,0.142,True
planck_relation_duplicate,0.02,2,9,0.063,0.056,0.029,0.147,True
planck_relation_duplicate,0.02,2,10,0.069,0.067,0.014,0.15,True
planck_relation_duplicate,0.02,2,11,0.054,0.062,0.018,0.133,True
planck_relation_duplicate,0.02,2,12,0.037,0.041,0.027,0.106,True
planck_relation_duplicate,0.02,2,13,0.065,0.071,0.027,0.163,True
planck_relation_duplicate,0.02,2,14,0.06,0.061,0.028,0.149,True
planck_relation_duplicate,0.02,2,15,0.062,0.052,0.027,0.141,True
planck_relation_duplicate,0.02,2,16,0.061,0.05,0.029,0.141,True
planck_relation_duplicate,0.02,2,17,0.069,0.058,0.028,0.155,True
planck_relation_duplicate,0.02,2,18,0.063,0.064,0.028,0.155,True
planck_relation_duplicate,0.02,2,19,0.038,0.069,0.028,0.136,True
planck_relation_duplicate,0.02,2,20,0.059,0.051,0.029,0.14,True
planck_relation_duplicate,0.02,2,21,0.064,0.066,0.027,0.158,True
planck_relation_duplicate,0.02,2,22,0.072,0.06,0.027,0.159,True
planck_relation_duplicate,0.02,2,23,0.035,0.043,0.014,0.092,True
planck_relation_duplicate,0.02,2,24,0.048,0.063,0.027,0.138,True
planck_relation_duplicate,0.02,2,25,0.06,0.071,0.013,0.144,True
planck_relation_duplicate,0.02,2,26,0.039,0.07,0.026,0.135,True
planck_relation_duplicate,0.02,2,27,0.043,0.051,0.027,0.121,True
planck_relation_duplicate,0.02,2,28,0.049,0.068,0.026,0.144,True
planck_relation_duplicate,0.02,2,29,0.059,0.069,0.014,0.141,True
planck_relation_duplicate,0.05,2,0,0.047,0.144,0.032,0.223,True
planck_relation_duplicate,0.05,2,1,0.043,0.198,0.022,0.263,True
planck_relation_duplicate,0.05,2,2,0.026,0.172,0.013,0.211,True
planck_relation_duplicate,0.05,2,3,0.037,0.208,0.029,0.274,True
planck_relation_duplicate,0.05,2,4,0.044,0.203,0.028,0.274,True
planck_relation_duplicate,0.05,2,5,0.023,0.208,0.023,0.253,True
planck_relation_duplicate,0.05,2,6,0.023,0.154,0.026,0.203,True
planck_relation_duplicate,0.05,2,7,0.043,0.215,0.026,0.284,True
planck_relation_duplicate,0.05,2,8,0.043,0.177,0.026,0.246,True
planck_relation_duplicate,0.05,2,9,0.044,0.153,0.012,0.209,True
planck_relation_duplicate,0.05,2,10,0.043,0.219,0.021,0.283,True
planck_relation_duplicate,0.05,2,11,0.03,0.203,0.026,0.259,True
planck_relation_duplicate,0.05,2,12,0.039,0.213,0.026,0.278,True
planck_relation_duplicate,0.05,2,13,0.043,0.197,0.026,0.267,True
planck_relation_duplicate,0.05,2,14,0.03,0.196,0.026,0.252,True
planck_relation_duplicate,0.05,2,15,0.043,0.179,0.021,0.243,True
planck_relation_duplicate,0.05,2,16,0.036,0.196,0.026,0.258,True
planck_relation_duplicate,0.05,2,17,0.043,0.212,0.027,0.282,True
planck_relation_duplicate,0.05,2,18,0.04,0.188,0.028,0.255,True
planck_relation_duplicate,0.05,2,19,0.043,0.191,0.027,0.261,True
planck_relation_duplicate,0.05,2,20,0.027,0.186,0.02,0.233,True
planck_relation_duplicate,0.05,2,21,0.033,0.189,0.026,0.248,True
planck_relation_duplicate,0.05,2,22,0.043,0.214,0.02,0.277,True
planck_relation_duplicate,0.05,2,23,0.043,0.198,0.026,0.268,True
planck_relation_duplicate,0.05,2,24,0.042,0.173,0.026,0.241,True
planck_relation_duplicate,0.05,2,25,0.043,0.181,0.026,0.25,True
planck_relation_duplicate,0.05,2,26,0.043,0.212,0.019,0.274,True
planck_relation_duplicate,0.05,2,27,0.043,0.202,0.026,0.271,True
planck_relation_duplicate,0.05,2,28,0.032,0.171,0.025,0.228,True
planck_relation_duplicate,0.05,2,29,0.043,0.214,0.025,0.282,True
I.12.2,0.0,3,0,0.145,0.013,1.329,1.487,True
I.12.2,0.0,3,1,0.117,0.02,1.779,1.916,True
I.12.2,0.0,3,2,0.112,0.02,1.51,1.642,True
I.12.2,0.0,3,3,0.12,0.02,1.678,1.817,True
I.12.2,0.0,3,4,0.119,0.02,1.646,1.786,True
I.12.2,0.0,3,5,0.119,0.02,1.385,1.524,True
I.12.2,0.0,3,6,0.113,0.014,1.404,1.531,True
I.12.2,0.0,3,7,0.122,0.02,1.655,1.797,True
I.12.2,0.0,3,8,0.12,0.02,1.663,1.802,True
I.12.2,0.0,3,9,0.114,0.02,1.676,1.81,True
I.12.2,0.0,3,10,0.118,0.02,1.482,1.62,True
I.12.2,0.0,3,11,0.116,0.02,1.292,1.428,True
I.12.2,0.0,3,12,0.12,0.014,1.31,1.445,True
I.12.2,0.0,3,13,0.125,0.02,1.247,1.392,True
I.12.2,0.0,3,14,0.112,0.014,1.536,1.662,True
I.12.2,0.0,3,15,0.127,0.015,1.684,1.826,True
I.12.2,0.0,3,16,0.126,0.02,1.399,1.544,True
I.12.2,0.0,3,17,0.113,0.021,1.412,1.547,True
I.12.2,0.0,3,18,0.112,0.015,1.847,1.974,True
I.12.2,0.0,3,19,0.116,0.021,1.404,1.542,True
I.12.2,0.0,3,20,0.12,0.016,1.38,1.516,True
I.12.2,0.0,3,21,0.123,0.021,1.746,1.891,True
I.12.2,0.0,3,22,0.113,0.021,1.799,1.934,True
I.12.2,0.0,3,23,0.118,0.022,1.877,2.017,True
I.12.2,0.0,3,24,0.115,0.015,1.805,1.935,True
I.12.2,0.0,3,25,0.126,0.022,1.828,1.975,True
I.12.2,0.0,3,26,0.11,0.022,1.79,1.922,True
I.12.2,0.0,3,27,0.125,0.022,1.841,1.988,True
I.12.2,0.0,3,28,0.113,0.022,1.8,1.934,True
I.12.2,0.0,3,29,0.127,0.023,1.642,1.792,True
I.12.2,0.02,3,0,1.303,0.025,1.512,2.84,False
I.12.2,0.02,3,1,1.266,0.059,1.631,2.957,False
I.12.2,0.02,3,2,1.23,0.038,1.453,2.721,False
I.12.2,0.02,3,3,1.296,0.033,1.466,2.795,False
I.12.2,0.02,3,4,1.314,0.075,1.437,2.827,False
I.12.2,0.02,3,5,1.274,0.023,1.246,2.543,False
I.12.2,0.02,3,6,1.422,0.03,1.466,2.919,False
I.12.2,0.02,3,7,1.352,0.021,1.251,2.624,False
I.12.2,0.02,3,8,1.322,0.052,1.558,2.932,False
I.12.2,0.02,3,9,1.381,0.032,1.452,2.865,False
I.12.2,0.02,3,10,1.169,0.042,1.597,2.808,False
I.12.2,0.02,3,11,1.291,0.033,1.587,2.911,False
I.12.2,0.02,3,12,1.261,0.026,1.706,2.993,False
I.12.2,0.02,3,13,1.33,0.032,1.586,2.948,False
I.12.2,0.02,3,14,1.238,0.019,1.561,2.819,False
I.12.2,0.02,3,15,1.208,0.02,1.593,2.821,False
I.12.2,0.02,3,16,1.214,0.029,1.671,2.914,False
I.12.2,0.02,3,17,1.402,0.045,1.659,3.106,False
I.12.2,0.02,3,18,1.328,0.024,1.506,2.859,False
I.12.2,0.02,3,19,1.356,0.021,1.555,2.932,False
I.12.2,0.02,3,20,1.244,0.029,1.534,2.807,False
I.12.2,0.02,3,21,1.247,0.02,1.75,3.017,False
I.12.2,0.02,3,22,1.309,0.018,1.559,2.886,False
I.12.2,0.02,3,23,1.331,0.046,1.712,3.089,False
I.12.2,0.02,3,24,1.425,0.032,1.803,3.259,False
I.12.2,0.02,3,25,1.351,0.019,1.552,2.922,False
I.12.2,0.02,3,26,1.343,0.093,2.041,3.476,False
I.12.2,0.02,3,27,1.36,0.022,1.736,3.117,False
I.12.2,0.02,3,28,1.364,0.036,1.582,2.981,False
I.12.2,0.02,3,29,1.369,0.02,1.798,3.187,False
