name,sigma,degree,seed,t_srgb,t_sindy_null,t_sindy_st,t_total,srgb_exact
I.14.3,0.0,3,20,0.125,0.011,0.523,0.659,True
I.14.3,0.0,3,21,0.131,0.01,0.462,0.604,True
I.14.3,0.0,3,22,0.126,0.011,0.522,0.658,True
I.14.3,0.0,3,23,0.124,0.01,0.556,0.689,True
I.14.3,0.0,3,24,0.134,0.01,0.535,0.679,True
I.14.3,0.0,3,25,0.126,0.011,0.491,0.627,True
I.14.3,0.0,3,26,0.122,0.008,0.537,0.667,True
I.14.3,0.0,3,27,0.124,0.008,0.476,0.608,True
I.14.3,0.0,3,28,0.122,0.01,0.504,0.636,True
I.14.3,0.0,3,29,0.036,0.01,0.525,0.571,True
I.14.3,0.02,3,0,0.948,1.154,0.484,2.587,False
I.14.3,0.02,3,1,1.005,1.143,0.474,2.622,False
I.14.3,0.02,3,2,0.904,1.119,0.521,2.544,False
I.14.3,0.02,3,3,1.007,0.94,0.509,2.455,False
I.14.3,0.02,3,4,1.026,1.141,0.489,2.656,False
I.14.3,0.02,3,5,0.956,1.141,0.457,2.555,False
I.14.3,0.02,3,6,0.943,0.871,0.492,2.307,False
I.14.3,0.02,3,7,0.913,1.007,0.507,2.427,False
I.14.3,0.02,3,8,1.036,1.156,0.485,2.678,False
I.14.3,0.02,3,9,0.992,1.078,0.469,2.539,False
I.14.3,0.02,3,10,1.095,0.875,0.495,2.465,False
I.14.3,0.02,3,11,0.992,1.103,0.504,2.598,False
I.14.3,0.02,3,12,0.969,1.042,0.48,2.491,False
I.14.3,0.02,3,13,0.999,0.988,0.512,2.498,False
I.14.3,0.02,3,14,0.945,0.926,0.512,2.383,False
I.14.3,0.02,3,15,1.049,0.976,0.478,2.503,False
I.14.3,0.02,3,16,0.922,1.173,0.47,2.564,False
I.14.3,0.02,3,17,0.923,0.997,0.507,2.427,False
I.14.3,0.02,3,18,0.952,1.147,0.474,2.574,False
I.14.3,0.02,3,19,0.962,0.878,0.473,2.312,False
I.14.3,0.02,3,20,0.955,0.946,0.492,2.394,False
I.14.3,0.02,3,21,0.989,1.129,0.466,2.584,False
I.14.3,0.02,3,22,0.996,1.045,0.483,2.523,False
I.14.3,0.02,3,23,0.994,1.119,0.502,2.616,False
I.14.3,0.02,3,24,1.142,1.07,0.493,2.705,False
I.14.3,0.02,3,25,0.92,1.067,0.441,2.427,False
I.14.3,0.02,3,26,0.907,1.058,0.482,2.447,False
I.14.3,0.02,3,27,0.917,0.805,0.466,2.188,False
I.14.3,0.02,3,28,0.956,0.822,0.457,2.235,False
I.14.3,0.02,3,29,0.962,0.996,0.467,2.425,False
I.14.3,0.05,3,0,0.886,0.021,0.499,1.406,False
I.14.3,0.05,3,1,1.005,0.873,0.487,2.365,False
I.14.3,0.05,3,2,0.904,0.625,0.526,2.056,False
I.14.3,0.05,3,3,0.905,0.989,0.533,2.427,False
I.14.3,0.05,3,4,0.971,0.748,0.538,2.258,False
I.14.3,0.05,3,5,0.934,1.056,0.494,2.485,False
I.14.3,0.05,3,6,0.988,0.706,0.511,2.206,False
I.14.3,0.05,3,7,0.931,0.022,0.512,1.465,False
I.14.3,0.05,3,8,0.945,0.021,0.507,1.474,False
I.14.3,0.05,3,9,1.034,0.861,0.499,2.394,False
I.14.3,0.05,3,10,1.07,1.162,0.475,2.707,False
I.14.3,0.05,3,11,1.04,0.819,0.525,2.384,False
I.14.3,0.05,3,12,0.998,0.928,0.541,2.467,False
I.14.3,0.05,3,13,0.988,1.15,0.436,2.574,False
I.14.3,0.05,3,14,0.993,1.095,0.474,2.563,False
I.14.3,0.05,3,15,1.021,1.141,0.454,2.616,False
I.14.3,0.05,3,16,1.036,1.177,0.497,2.711,False
I.14.3,0.05,3,17,1.009,0.949,0.478,2.436,False
I.14.3,0.05,3,18,0.898,1.176,0.458,2.532,False
I.14.3,0.05,3,19,1.083,1.061,0.512,2.656,False
I.14.3,0.05,3,20,0.9,0.873,0.509,2.282,False
I.14.3,0.05,3,21,0.925,0.967,0.464,2.356,False
I.14.3,0.05,3,22,1.009,1.086,0.476,2.572,False
I.14.3,0.05,3,23,0.992,0.589,0.494,2.075,False
I.14.3,0.05,3,24,1.032,0.017,0.472,1.521,False
I.14.3,0.05,3,25,0.999,0.639,0.441,2.079,False
I.14.3,0.05,3,26,0.994,0.856,0.475,2.325,False
I.14.3,0.05,3,27,0.987,1.032,0.511,2.531,False
I.14.3,0.05,3,28,0.994,0.753,0.509,2.255,False
I.14.3,0.05,3,29,0.887,1.018,0.465,2.37,False
kinematics_position,0.0,3,0,0.2,0.008,0.655,0.864,True
kinematics_position,0.0,3,1,0.201,0.008,0.673,0.882,True
kinematics_position,0.0,3,2,0.185,0.008,0.62,0.812,True
kinematics_position,0.0,3,3,0.202,0.008,0.636,0.846,True
kinematics_position,0.0,3,4,0.205,0.008,0.613,0.826,True
kinematics_position,0.0,3,5,0.196,0.008,0.67,0.874,True
kinematics_position,0.0,3,6,0.196,0.008,0.637,0.841,True
kinematics_position,0.0,3,7,0.191,0.009,0.674,0.874,True
kinematics_position,0.0,3,8,0.185,0.009,0.636,0.83,True
kinematics_position,0.0,3,9,0.133,0.008,0.704,0.845,True
kinematics_position,0.0,3,10,0.198,0.008,0.726,0.933,True
kinematics_position,0.0,3,11,0.178,0.009,0.636,0.823,True
kinematics_position,0.0,3,12,0.199,0.008,0.631,0.838,True
kinematics_position,0.0,3,13,0.27,0.016,0.587,0.873,True
kinematics_position,0.0,3,14,0.205,0.008,0.636,0.85,True
kinematics_position,0.0,3,15,0.144,0.009,0.678,0.83,True
kinematics_position,0.0,3,16,0.201,0.009,0.652,0.862,True
kinematics_position,0.0,3,17,0.18,0.009,0.644,0.833,True
kinematics_position,0.0,3,18,0.181,0.009,0.691,0.881,True
kinematics_position,0.0,3,19,0.197,0.008,0.706,0.912,True
kinematics_position,0.0,3,20,0.214,0.009,0.67,0.893,True
kinematics_position,0.0,3,21,0.185,0.009,0.71,0.903,True
kinematics_position,0.0,3,22,0.181,0.009,0.67,0.86,True
kinematics_position,0.0,3,23,0.184,0.009,0.663,0.855,True
kinematics_position,0.0,3,24,0.188,0.009,0.658,0.854,True
kinematics_position,0.0,3,25,0.201,0.009,0.646,0.856,True
kinematics_position,0.0,3,26,0.2,0.009,0.635,0.843,True
kinematics_position,0.0,3,27,0.187,0.009,0.63,0.826,True
kinematics_position,0.0,3,28,0.193,0.009,0.63,0.832,True
kinematics_position,0.0,3,29,0.188,0.009,0.612,0.809,True
kinematics_position,0.02,3,0,6.6,0.249,0.542,7.391,True
kinematics_position,0.02,3,1,6.226,0.26,0.481,6.967,True
kinematics_position,0.02,3,2,6.328,0.187,0.507,7.022,True
kinematics_position,0.02,3,3,6.457,0.248,0.493,7.198,True
kinematics_position,0.02,3,4,6.553,0.238,0.535,7.326,True
kinematics_position,0.02,3,5,6.103,0.248,0.489,6.84,True
kinematics_position,0.02,3,6,6.333,0.243,0.51,7.085,True
kinematics_position,0.02,3,7,6.182,0.191,0.527,6.9,True
kinematics_position,0.02,3,8,6.264,0.256,0.526,7.046,True
kinematics_position,0.02,3,9,6.025,0.183,0.512,6.719,True
kinematics_position,0.02,3,10,6.477,0.183,0.609,7.269,True
kinematics_position,0.02,3,11,6.528,0.246,0.524,7.298,True
kinematics_position,0.02,3,12,6.241,0.187,0.543,6.971,True
kinematics_position,0.02,3,13,6.192,0.213,0.562,6.966,True
kinematics_position,0.02,3,14,6.11,0.252,0.488,6.85,True
kinematics_position,0.02,3,15,6.339,0.193,0.501,7.033,True
kinematics_position,0.02,3,16,6.265,0.244,0.517,7.026,True
kinematics_position,0.02,3,17,6.712,0.198,0.44,7.351,True
kinematics_position,0.02,3,18,6.392,0.199,0.569,7.159,True
kinematics_position,0.02,3,19,6.286,0.192,0.534,7.012,True
kinematics_position,0.02,3,20,6.097,0.205,0.518,6.82,True
kinematics_position,0.02,3,21,6.391,0.187,0.543,7.121,True
kinematics_position,0.02,3,22,6.322,0.222,0.514,7.058,True
kinematics_position,0.02,3,23,6.382,0.238,0.532,7.152,True
kinematics_position,0.02,3,24,6.288,0.239,0.568,7.096,True
kinematics_position,0.02,3,25,6.184,0.195,0.546,6.925,True
kinematics_position,0.02,3,26,5.878,0.196,0.522,6.595,True
kinematics_position,0.02,3,27,6.42,0.196,0.502,7.118,True
kinematics_position,0.02,3,28,6.286,0.273,0.49,7.049,True
kinematics_position,0.02,3,29,5.997,0.253,0.45,6.699,True
kinematics_position,0.05,3,0,0.985,0.026,0.521,1.532,False
kinematics_position,0.05,3,1,0.912,0.021,0.531,1.464,False
kinematics_position,0.05,3,2,1.081,0.024,0.557,1.661,False
kinematics_position,0.05,3,3,1.157,0.157,0.626,1.94,False
kinematics_position,0.05,3,4,0.828,0.029,0.517,1.374,False
kinematics_position,0.05,3,5,1.004,0.022,0.533,1.559,False
kinematics_position,0.05,3,6,0.77,0.026,0.459,1.255,False
kinematics_position,0.05,3,7,0.893,0.017,0.571,1.482,False
kinematics_position,0.05,3,8,0.972,0.022,0.559,1.553,False
kinematics_position,0.05,3,9,0.858,0.027,0.515,1.401,False
kinematics_position,0.05,3,10,0.939,0.023,0.528,1.49,False
kinematics_position,0.05,3,11,0.934,0.028,0.536,1.498,False
kinematics_position,0.05,3,12,0.817,0.028,0.561,1.406,False
kinematics_position,0.05,3,13,0.972,0.129,0.583,1.685,False
kinematics_position,0.05,3,14,1.097,0.158,0.579,1.834,False
kinematics_position,0.05,3,15,0.899,0.022,0.605,1.526,False
kinematics_position,0.05,3,16,0.859,0.135,0.53,1.523,False
kinematics_position,0.05,3,17,0.963,0.022,0.568,1.553,False
kinematics_position,0.05,3,18,0.831,0.138,0.599,1.569,False
kinematics_position,0.05,3,19,0.89,0.138,0.537,1.566,False
kinematics_position,0.05,3,20,0.986,0.145,0.513,1.644,False
kinematics_position,0.05,3,21,0.862,0.151,0.536,1.549,False
kinematics_position,0.05,3,22,1.024,0.025,0.531,1.58,False
kinematics_position,0.05,3,23,1.0,0.025,0.596,1.621,False
kinematics_position,0.05,3,24,0.978,0.031,0.547,1.556,False
kinematics_position,0.05,3,25,0.875,0.03,0.574,1.479,False
kinematics_position,0.05,3,26,1.022,0.026,0.55,1.598,False
kinematics_position,0.05,3,27,0.883,0.02,0.578,1.481,False
kinematics_position,0.05,3,28,0.813,0.137,0.552,1.503,False
kinematics_position,0.05,3,29,1.001,0.024,0.58,1.606,False
parallel_axis_theorem,0.0,3,0,0.125,0.014,0.6,0.74,True
parallel_axis_theorem,0.0,3,1,0.123,0.008,0.503,0.634,True
parallel_axis_theorem,0.0,3,2,0.108,0.006,0.619,0.733,True
parallel_axis_theorem,0.0,3,3,0.114,0.009,0.658,0.781,True
parallel_axis_theorem,0.0,3,4,0.112,0.008,0.612,0.733,True
parallel_axis_theorem,0.0,3,5,0.112,0.009,0.588,0.709,True
parallel_axis_theorem,0.0,3,6,0.113,0.009,0.636,0.759,True
parallel_axis_theorem,0.0,3,7,0.116,0.008,0.613,0.737,True
parallel_axis_theorem,0.0,3,8,0.107,0.008,0.573,0.688,True
parallel_axis_theorem,0.0,3,9,0.111,0.009,0.636,0.756,True
parallel_axis_theorem,0.0,3,10,0.125,0.008,0.613,0.746,True
parallel_axis_theorem,0.0,3,11,0.113,0.006,0.596,0.715,True
parallel_axis_theorem,0.0,3,12,0.113,0.006,0.611,0.73,True
parallel_axis_theorem,0.0,3,13,0.113,0.006,0.526,0.645,True
parallel_axis_theorem,0.0,3,14,0.072,0.018,0.669,0.759,True
parallel_axis_theorem,0.0,3,15,0.11,0.006,0.516,0.632,True
parallel_axis_theorem,0.0,3,16,0.114,0.006,0.595,0.716,True
parallel_axis_theorem,0.0,3,17,0.111,0.008,0.557,0.677,True
parallel_axis_theorem,0.0,3,18,0.113,0.009,0.585,0.706,True
parallel_axis_theorem,0.0,3,19,0.097,0.006,0.557,0.66,True
parallel_axis_theorem,0.0,3,20,0.109,0.006,0.607,0.722,True
parallel_axis_theorem,0.0,3,21,0.131,0.013,0.576,0.72,True
parallel_axis_theorem,0.0,3,22,0.098,0.014,0.596,0.708,True
parallel_axis_theorem,0.0,3,23,0.114,0.008,0.618,0.74,True
parallel_axis_theorem,0.0,3,24,0.116,0.008,0.591,0.715,True
parallel_axis_theorem,0.0,3,25,0.116,0.008,0.631,0.756,True
parallel_axis_theorem,0.0,3,26,0.114,0.008,0.577,0.699,True
parallel_axis_theorem,0.0,3,27,0.117,0.008,0.61,0.736,True
parallel_axis_theorem,0.0,3,28,0.118,0.007,0.599,0.723,True
parallel_axis_theorem,0.0,3,29,0.113,0.008,0.586,0.708,True
parallel_axis_theorem,0.02,3,0,1.862,0.029,0.574,2.465,False
parallel_axis_theorem,0.02,3,1,1.757,0.031,0.597,2.385,False
parallel_axis_theorem,0.02,3,2,1.83,0.027,0.617,2.474,False
parallel_axis_theorem,0.02,3,3,1.827,0.038,0.561,2.426,False
parallel_axis_theorem,0.02,3,4,1.81,0.025,0.627,2.462,False
parallel_axis_theorem,0.02,3,5,1.85,0.029,0.603,2.482,False
parallel_axis_theorem,0.02,3,6,1.897,0.037,0.568,2.503,False
parallel_axis_theorem,0.02,3,7,1.766,0.032,0.625,2.422,False
parallel_axis_theorem,0.02,3,8,1.803,0.029,0.606,2.438,False
parallel_axis_theorem,0.02,3,9,1.861,0.027,0.625,2.514,False
parallel_axis_theorem,0.02,3,10,1.838,0.025,0.576,2.439,False
parallel_axis_theorem,0.02,3,11,1.807,0.031,0.591,2.428,False
parallel_axis_theorem,0.02,3,12,1.82,0.02,0.578,2.418,False
parallel_axis_theorem,0.02,3,13,1.942,0.038,0.562,2.542,False
parallel_axis_theorem,0.02,3,14,1.802,0.029,0.506,2.337,False
parallel_axis_theorem,0.02,3,15,1.655,0.029,0.604,2.287,False
parallel_axis_theorem,0.02,3,16,1.92,0.029,0.593,2.542,False
parallel_axis_theorem,0.02,3,17,1.831,0.021,0.593,2.445,False
parallel_axis_theorem,0.02,3,18,1.73,0.025,0.597,2.352,False
parallel_axis_theorem,0.02,3,19,1.734,0.023,0.557,2.314,False
parallel_axis_theorem,0.02,3,20,1.912,0.038,0.614,2.564,False
parallel_axis_theorem,0.02,3,21,1.802,0.031,0.61,2.444,False
parallel_axis_theorem,0.02,3,22,1.833,0.016,0.62,2.469,False
parallel_axis_theorem,0.02,3,23,1.72,0.022,0.609,2.351,False
parallel_axis_theorem,0.02,3,24,1.872,0.023,0.598,2.493,False
parallel_axis_theorem,0.02,3,25,1.748,0.021,0.576,2.345,False
parallel_axis_theorem,0.02,3,26,1.798,0.036,0.638,2.472,False
parallel_axis_theorem,0.02,3,27,1.931,0.019,0.556,2.505,False
parallel_axis_theorem,0.02,3,28,1.853,0.026,0.631,2.51,False
parallel_axis_theorem,0.02,3,29,1.603,0.023,0.595,2.221,False
parallel_axis_theorem,0.05,3,0,1.331,0.024,0.55,1.905,False
parallel_axis_theorem,0.05,3,1,1.143,0.02,0.668,1.831,False
parallel_axis_theorem,0.05,3,2,1.117,0.033,0.58,1.73,False
parallel_axis_theorem,0.05,3,3,1.078,0.03,0.601,1.708,False
parallel_axis_theorem,0.05,3,4,1.344,0.021,0.568,1.933,False
parallel_axis_theorem,0.05,3,5,1.079,0.029,0.568,1.676,False
parallel_axis_theorem,0.05,3,6,1.307,0.028,0.648,1.984,False
parallel_axis_theorem,0.05,3,7,1.195,0.025,0.635,1.854,False
parallel_axis_theorem,0.05,3,8,1.177,0.027,0.705,1.909,False
parallel_axis_theorem,0.05,3,9,1.191,0.022,0.638,1.851,False
parallel_axis_theorem,0.05,3,10,1.088,0.026,0.69,1.803,False
parallel_axis_theorem,0.05,3,11,1.093,0.027,0.659,1.779,False
parallel_axis_theorem,0.05,3,12,1.269,0.033,0.767,2.068,False
parallel_axis_theorem,0.05,3,13,1.121,0.02,0.702,1.843,False
parallel_axis_theorem,0.05,3,14,1.248,0.028,0.596,1.872,False
parallel_axis_theorem,0.05,3,15,1.239,0.027,0.685,1.95,False
parallel_axis_theorem,0.05,3,16,1.167,0.032,0.661,1.861,False
parallel_axis_theorem,0.05,3,17,1.359,0.036,0.65,2.045,False
parallel_axis_theorem,0.05,3,18,1.324,0.025,0.568,1.917,False
parallel_axis_theorem,0.05,3,19,1.272,0.02,0.632,1.924,False
parallel_axis_theorem,0.05,3,20,1.186,0.021,0.672,1.879,False
parallel_axis_theorem,0.05,3,21,1.271,0.033,0.662,1.966,False
parallel_axis_theorem,0.05,3,22,1.256,0.041,0.659,1.956,False
parallel_axis_theorem,0.05,3,23,1.324,0.03,0.667,2.022,False
parallel_axis_theorem,0.05,3,24,1.152,0.022,0.679,1.853,False
parallel_axis_theorem,0.05,3,25,1.126,0.02,0.677,1.822,False
parallel_axis_theorem,0.05,3,26,1.252,0.026,0.634,1.912,False
parallel_axis_theorem,0.05,3,27,1.34,0.035,0.663,2.038,False
parallel_axis_theorem,0.05,3,28,1.343,0.027,0.581,1.951,False
parallel_axis_theorem,0.05,3,29,1.26,0.039,0.624,1.923,False
gravitational_pe_orbit,0.0,3,0,0.124,0.018,2.721,2.863,True
gravitational_pe_orbit,0.0,3,1,0.11,0.019,2.77,2.898,True
gravitational_pe_orbit,0.0,3,2,0.118,0.019,2.782,2.919,True
gravitational_pe_orbit,0.0,3,3,0.111,0.015,2.646,2.771,True
gravitational_pe_orbit,0.0,3,4,0.108,0.018,2.807,2.933,True
gravitational_pe_orbit,0.0,3,5,0.117,0.019,2.704,2.84,True
gravitational_pe_orbit,0.0,3,6,0.109,0.019,2.605,2.734,True
gravitational_pe_orbit,0.0,3,7,0.118,0.019,2.767,2.904,True
gravitational_pe_orbit,0.0,3,8,0.063,0.019,2.786,2.868,True
gravitational_pe_orbit,0.0,3,9,0.107,0.019,2.653,2.779,True
gravitational_pe_orbit,0.0,3,10,0.119,0.015,2.578,2.712,True
gravitational_pe_orbit,0.0,3,11,0.114,0.019,2.669,2.802,True
gravitational_pe_orbit,0.0,3,12,0.11,0.015,2.698,2.823,True
gravitational_pe_orbit,0.0,3,13,0.112,0.019,2.528,2.659,True
gravitational_pe_orbit,0.0,3,14,0.056,0.024,2.499,2.58,True
gravitational_pe_orbit,0.0,3,15,0.114,0.015,2.674,2.803,True
gravitational_pe_orbit,0.0,3,16,0.109,0.019,2.503,2.63,True
gravitational_pe_orbit,0.0,3,17,0.114,0.015,2.64,2.77,True
gravitational_pe_orbit,0.0,3,18,0.106,0.02,2.794,2.92,True
gravitational_pe_orbit,0.0,3,19,0.114,0.019,2.729,2.862,True
gravitational_pe_orbit,0.0,3,20,0.109,0.019,2.729,2.857,True
gravitational_pe_orbit,0.0,3,21,0.112,0.016,2.516,2.644,True
gravitational_pe_orbit,0.0,3,22,0.113,0.019,2.684,2.816,True
gravitational_pe_orbit,0.0,3,23,0.063,0.025,2.774,2.862,True
gravitational_pe_orbit,0.0,3,24,0.111,0.02,2.665,2.796,True
gravitational_pe_orbit,0.0,3,25,0.119,0.019,2.624,2.762,True
gravitational_pe_orbit,0.0,3,26,0.115,0.019,2.697,2.831,True
gravitational_pe_orbit,0.0,3,27,0.113,0.02,2.657,2.79,True
gravitational_pe_orbit,0.0,3,28,0.121,0.019,2.689,2.83,True
gravitational_pe_orbit,0.0,3,29,0.117,0.019,2.615,2.751,True
gravitational_pe_orbit,0.02,3,0,2.01,1.855,2.373,6.238,False
gravitational_pe_orbit,0.02,3,1,1.902,1.787,2.525,6.213,False
gravitational_pe_orbit,0.02,3,2,1.878,1.567,2.412,5.857,False
gravitational_pe_orbit,0.02,3,3,1.917,1.192,2.37,5.478,False
gravitational_pe_orbit,0.02,3,4,1.732,1.771,2.448,5.952,False
gravitational_pe_orbit,0.02,3,5,1.678,1.47,2.12,5.268,False
gravitational_pe_orbit,0.02,3,6,2.044,1.549,2.358,5.951,False
gravitational_pe_orbit,0.02,3,7,1.839,1.881,2.535,6.256,False
gravitational_pe_orbit,0.02,3,8,1.985,1.402,3.546,6.933,False
gravitational_pe_orbit,0.02,3,9,1.743,2.884,10.784,15.411,False
gravitational_pe_orbit,0.02,3,10,3.108,1.823,5.184,10.115,False
gravitational_pe_orbit,0.02,3,11,3.404,1.945,2.482,7.831,False
gravitational_pe_orbit,0.02,3,12,2.043,2.083,2.527,6.653,False
gravitational_pe_orbit,0.02,3,13,2.02,1.896,2.654,6.571,False
gravitational_pe_orbit,0.02,3,14,2.21,1.695,2.566,6.471,False
gravitational_pe_orbit,0.02,3,15,1.866,1.385,2.483,5.734,False
gravitational_pe_orbit,0.02,3,16,1.782,1.44,2.498,5.719,False
gravitational_pe_orbit,0.02,3,17,1.927,2.133,2.663,6.723,False
gravitational_pe_orbit,0.02,3,18,2.177,1.366,2.533,6.076,False
gravitational_pe_orbit,0.02,3,19,1.828,1.804,2.496,6.129,False
gravitational_pe_orbit,0.02,3,20,1.699,1.728,2.48,5.907,False
gravitational_pe_orbit,0.02,3,21,1.998,1.576,2.429,6.003,False
gravitational_pe_orbit,0.02,3,22,1.85,1.644,2.494,5.987,False
gravitational_pe_orbit,0.02,3,23,1.973,1.516,2.667,6.156,False
gravitational_pe_orbit,0.02,3,24,2.028,1.706,2.452,6.185,False
gravitational_pe_orbit,0.02,3,25,2.232,1.857,2.465,6.553,False
gravitational_pe_orbit,0.02,3,26,1.915,1.958,2.789,6.662,False
gravitational_pe_orbit,0.02,3,27,2.01,1.866,2.479,6.356,False
gravitational_pe_orbit,0.02,3,28,1.918,1.685,2.286,5.89,False
gravitational_pe_orbit,0.02,3,29,1.764,1.836,2.765,6.364,False
gravitational_pe_orbit,0.05,3,0,1.414,1.831,2.697,5.942,False
gravitational_pe_orbit,0.05,3,1,1.829,2.348,2.651,6.827,False
gravitational_pe_orbit,0.05,3,2,1.467,1.996,2.787,6.25,False
gravitational_pe_orbit,0.05,3,3,1.73,1.544,2.754,6.028,False
gravitational_pe_orbit,0.05,3,4,1.315,1.915,2.912,6.142,False
gravitational_pe_orbit,0.05,3,5,1.159,1.842,2.539,5.54,False
gravitational_pe_orbit,0.05,3,6,1.66,1.84,2.758,6.258,False
gravitational_pe_orbit,0.05,3,7,1.391,1.946,2.814,6.151,False
gravitational_pe_orbit,0.05,3,8,1.397,1.153,2.685,5.236,False
gravitational_pe_orbit,0.05,3,9,1.204,1.583,2.564,5.351,False
gravitational_pe_orbit,0.05,3,10,1.255,1.725,2.889,5.869,False
gravitational_pe_orbit,0.05,3,11,1.393,1.873,2.726,5.992,False
gravitational_pe_orbit,0.05,3,12,1.378,1.842,2.536,5.755,False
gravitational_pe_orbit,0.05,3,13,1.349,1.96,3.96,7.27,False
gravitational_pe_orbit,0.05,3,14,1.697,2.28,2.75,6.728,False
gravitational_pe_orbit,0.05,3,15,1.708,1.563,2.732,6.003,False
gravitational_pe_orbit,0.05,3,16,1.174,1.722,2.712,5.607,False
gravitational_pe_orbit,0.05,3,17,1.692,1.82,2.474,5.987,False
gravitational_pe_orbit,0.05,3,18,1.372,1.428,2.721,5.521,False
gravitational_pe_orbit,0.05,3,19,1.227,1.88,2.698,5.806,False
gravitational_pe_orbit,0.05,3,20,1.226,1.75,2.592,5.568,False
gravitational_pe_orbit,0.05,3,21,1.311,1.7,2.555,5.566,False
gravitational_pe_orbit,0.05,3,22,1.548,1.958,2.694,6.2,False
gravitational_pe_orbit,0.05,3,23,1.749,1.45,2.654,5.853,False
gravitational_pe_orbit,0.05,3,24,1.294,1.812,2.377,5.483,False
gravitational_pe_orbit,0.05,3,25,1.128,1.832,2.411,5.371,False
gravitational_pe_orbit,0.05,3,26,1.772,1.67,2.517,5.959,False
gravitational_pe_orbit,0.05,3,27,1.275,1.888,2.445,5.607,False
gravitational_pe_orbit,0.05,3,28,1.363,1.374,2.53,5.267,False
gravitational_pe_orbit,0.05,3,29,1.376,1.864,2.44,5.68,False
algebraic_cubic_toy,0.0,3,0,0.071,0.002,0.035,0.109,True
algebraic_cubic_toy,0.0,3,1,0.076,0.001,0.027,0.105,True
algebraic_cubic_toy,0.0,3,2,0.068,0.002,0.036,0.106,True
algebraic_cubic_toy,0.0,3,3,0.076,0.002,0.025,0.103,True
algebraic_cubic_toy,0.0,3,4,0.068,0.003,0.014,0.085,True
algebraic_cubic_toy,0.0,3,5,0.068,0.001,0.014,0.083,True
algebraic_cubic_toy,0.0,3,6,0.066,0.003,0.026,0.095,True
algebraic_cubic_toy,0.0,3,7,0.059,0.003,0.024,0.086,True
algebraic_cubic_toy,0.0,3,8,0.071,0.001,0.018,0.09,True
algebraic_cubic_toy,0.0,3,9,0.07,0.003,0.027,0.1,True
algebraic_cubic_toy,0.0,3,10,0.073,0.003,0.022,0.097,True
algebraic_cubic_toy,0.0,3,11,0.051,0.003,0.019,0.072,True
algebraic_cubic_toy,0.0,3,12,0.067,0.001,0.012,0.081,True
algebraic_cubic_toy,0.0,3,13,0.07,0.003,0.026,0.099,True
algebraic_cubic_toy,0.0,3,14,0.066,0.002,0.02,0.088,True
algebraic_cubic_toy,0.0,3,15,0.065,0.001,0.012,0.078,True
algebraic_cubic_toy,0.0,3,16,0.053,0.003,0.022,0.078,True
algebraic_cubic_toy,0.0,3,17,0.05,0.002,0.014,0.066,True
algebraic_cubic_toy,0.0,3,18,0.079,0.001,0.027,0.108,True
algebraic_cubic_toy,0.0,3,19,0.073,0.003,0.026,0.101,True
algebraic_cubic_toy,0.0,3,20,0.063,0.001,0.022,0.087,True
algebraic_cubic_toy,0.0,3,21,0.062,0.001,0.015,0.078,True
algebraic_cubic_toy,0.0,3,22,0.06,0.002,0.017,0.079,True
algebraic_cubic_toy,0.0,3,23,0.068,0.003,0.027,0.097,True
algebraic_cubic_toy,0.0,3,24,0.078,0.001,0.026,0.105,True
algebraic_cubic_toy,0.0,3,25,0.077,0.003,0.015,0.094,True
algebraic_cubic_toy,0.0,3,26,0.066,0.002,0.025,0.094,True
algebraic_cubic_toy,0.0,3,27,0.079,0.003,0.013,0.095,True
algebraic_cubic_toy,0.0,3,28,0.078,0.003,0.025,0.105,True
algebraic_cubic_toy,0.0,3,29,0.063,0.001,0.021,0.086,True
algebraic_cubic_toy,0.02,3,0,0.956,0.003,0.026,0.985,True
algebraic_cubic_toy,0.02,3,1,0.821,0.004,0.036,0.861,True
algebraic_cubic_toy,0.02,3,2,0.893,0.002,0.03,0.925,True
algebraic_cubic_toy,0.02,3,3,0.952,0.004,0.052,1.008,True
algebraic_cubic_toy,0.02,3,4,0.911,0.004,0.035,0.951,True
algebraic_cubic_toy,0.02,3,5,0.993,0.006,0.039,1.038,True
algebraic_cubic_toy,0.02,3,6,0.953,0.003,0.037,0.993,True
algebraic_cubic_toy,0.02,3,7,0.834,0.004,0.034,0.873,True
algebraic_cubic_toy,0.02,3,8,0.914,0.002,0.043,0.959,True
algebraic_cubic_toy,0.02,3,9,0.928,0.002,0.027,0.958,True
algebraic_cubic_toy,0.02,3,10,0.908,0.002,0.039,0.95,True
algebraic_cubic_toy,0.02,3,11,1.05,0.005,0.025,1.08,True
algebraic_cubic_toy,0.02,3,12,0.897,0.006,0.029,0.932,True
algebraic_cubic_toy,0.02,3,13,0.873,0.002,0.027,0.903,True
algebraic_cubic_toy,0.02,3,14,0.866,0.003,0.027,0.897,True
algebraic_cubic_toy,0.02,3,15,0.906,0.008,0.023,0.938,True
algebraic_cubic_toy,0.02,3,16,0.918,0.005,0.037,0.96,True
algebraic_cubic_toy,0.02,3,17,0.865,0.004,0.03,0.899,True
algebraic_cubic_toy,0.02,3,18,0.887,0.004,0.02,0.911,True
algebraic_cubic_toy,0.02,3,19,0.82,0.003,0.031,0.854,True
algebraic_cubic_toy,0.02,3,20,0.912,0.004,0.038,0.955,True
algebraic_cubic_toy,0.02,3,21,0.911,0.004,0.039,0.954,True
