k,sigma,seed,generator,hard_infeasible
4.0,0.1,11,x*vy-y*vx (ang. momentum),False
5.0,0.1,11,x^2+vx^2 (x-energy),False
5.0,0.1,11,y^2+vy^2 (y-energy),False
5.0,0.1,11,x*y+vx*vy (cross term),False
5.0,0.1,11,x*vy-y*vx (ang. momentum),False
7.0,0.1,11,x^2+vx^2 (x-energy),False
7.0,0.1,11,y^2+vy^2 (y-energy),False
7.0,0.1,11,x*y+vx*vy (cross term),False
7.0,0.1,11,x*vy-y*vx (ang. momentum),False
0.0,0.1,12,x^2+vx^2 (x-energy),False
0.0,0.1,12,y^2+vy^2 (y-energy),False
0.0,0.1,12,x*y+vx*vy (cross term),False
0.0,0.1,12,x*vy-y*vx (ang. momentum),True
1.0,0.1,12,x^2+vx^2 (x-energy),False
1.0,0.1,12,y^2+vy^2 (y-energy),False
1.0,0.1,12,x*y+vx*vy (cross term),False
1.0,0.1,12,x*vy-y*vx (ang. momentum),False
1.5,0.1,12,x^2+vx^2 (x-energy),False
1.5,0.1,12,y^2+vy^2 (y-energy),False
1.5,0.1,12,x*y+vx*vy (cross term),False
1.5,0.1,12,x*vy-y*vx (ang. momentum),False
2.0,0.1,12,x^2+vx^2 (x-energy),False
2.0,0.1,12,y^2+vy^2 (y-energy),False
2.0,0.1,12,x*y+vx*vy (cross term),False
2.0,0.1,12,x*vy-y*vx (ang. momentum),False
2.5,0.1,12,x^2+vx^2 (x-energy),False
2.5,0.1,12,y^2+vy^2 (y-energy),False
2.5,0.1,12,x*y+vx*vy (cross term),False
2.5,0.1,12,x*vy-y*vx (ang. momentum),False
3.0,0.1,12,x^2+vx^2 (x-energy),False
3.0,0.1,12,y^2+vy^2 (y-energy),False
3.0,0.1,12,x*y+vx*vy (cross term),False
3.0,0.1,12,x*vy-y*vx (ang. momentum),False
3.5,0.1,12,x^2+vx^2 (x-energy),False
3.5,0.1,12,y^2+vy^2 (y-energy),False
3.5,0.1,12,x*y+vx*vy (cross term),False
3.5,0.1,12,x*vy-y*vx (ang. momentum),False
4.0,0.1,12,x^2+vx^2 (x-energy),False
4.0,0.1,12,y^2+vy^2 (y-energy),False
4.0,0.1,12,x*y+vx*vy (cross term),False
4.0,0.1,12,x*vy-y*vx (ang. momentum),False
5.0,0.1,12,x^2+vx^2 (x-energy),False
5.0,0.1,12,y^2+vy^2 (y-energy),False
5.0,0.1,12,x*y+vx*vy (cross term),False
5.0,0.1,12,x*vy-y*vx (ang. momentum),False
7.0,0.1,12,x^2+vx^2 (x-energy),False
7.0,0.1,12,y^2+vy^2 (y-energy),False
7.0,0.1,12,x*y+vx*vy (cross term),False
7.0,0.1,12,x*vy-y*vx (ang. momentum),False
0.0,0.1,13,x^2+vx^2 (x-energy),True
0.0,0.1,13,y^2+vy^2 (y-energy),False
0.0,0.1,13,x*y+vx*vy (cross term),False
0.0,0.1,13,x*vy-y*vx (ang. momentum),True
1.0,0.1,13,x^2+vx^2 (x-energy),False
1.0,0.1,13,y^2+vy^2 (y-energy),False
1.0,0.1,13,x*y+vx*vy (cross term),False
1.0,0.1,13,x*vy-y*vx (ang. momentum),False
1.5,0.1,13,x^2+vx^2 (x-energy),False
1.5,0.1,13,y^2+vy^2 (y-energy),False
1.5,0.1,13,x*y+vx*vy (cross term),False
1.5,0.1,13,x*vy-y*vx (ang. momentum),False
2.0,0.1,13,x^2+vx^2 (x-energy),False
2.0,0.1,13,y^2+vy^2 (y-energy),False
2.0,0.1,13,x*y+vx*vy (cross term),False
2.0,0.1,13,x*vy-y*vx (ang. momentum),False
2.5,0.1,13,x^2+vx^2 (x-energy),False
2.5,0.1,13,y^2+vy^2 (y-energy),False
2.5,0.1,13,x*y+vx*vy (cross term),False
2.5,0.1,13,x*vy-y*vx (ang. momentum),False
3.0,0.1,13,x^2+vx^2 (x-energy),False
3.0,0.1,13,y^2+vy^2 (y-energy),False
3.0,0.1,13,x*y+vx*vy (cross term),False
3.0,0.1,13,x*vy-y*vx (ang. momentum),False
3.5,0.1,13,x^2+vx^2 (x-energy),False
3.5,0.1,13,y^2+vy^2 (y-energy),False
3.5,0.1,13,x*y+vx*vy (cross term),False
3.5,0.1,13,x*vy-y*vx (ang. momentum),False
4.0,0.1,13,x^2+vx^2 (x-energy),False
4.0,0.1,13,y^2+vy^2 (y-energy),False
4.0,0.1,13,x*y+vx*vy (cross term),False
4.0,0.1,13,x*vy-y*vx (ang. momentum),False
5.0,0.1,13,x^2+vx^2 (x-energy),False
5.0,0.1,13,y^2+vy^2 (y-energy),False
5.0,0.1,13,x*y+vx*vy (cross term),False
5.0,0.1,13,x*vy-y*vx (ang. momentum),False
7.0,0.1,13,x^2+vx^2 (x-energy),False
7.0,0.1,13,y^2+vy^2 (y-energy),False
7.0,0.1,13,x*y+vx*vy (cross term),False
7.0,0.1,13,x*vy-y*vx (ang. momentum),False
0.0,0.1,14,x^2+vx^2 (x-energy),True
0.0,0.1,14,y^2+vy^2 (y-energy),False
0.0,0.1,14,x*y+vx*vy (cross term),False
0.0,0.1,14,x*vy-y*vx (ang. momentum),False
1.0,0.1,14,x^2+vx^2 (x-energy),False
1.0,0.1,14,y^2+vy^2 (y-energy),False
1.0,0.1,14,x*y+vx*vy (cross term),False
1.0,0.1,14,x*vy-y*vx (ang. momentum),False
1.5,0.1,14,x^2+vx^2 (x-energy),False
1.5,0.1,14,y^2+vy^2 (y-energy),False
1.5,0.1,14,x*y+vx*vy (cross term),False
1.5,0.1,14,x*vy-y*vx (ang. momentum),False
2.0,0.1,14,x^2+vx^2 (x-energy),False
2.0,0.1,14,y^2+vy^2 (y-energy),False
2.0,0.1,14,x*y+vx*vy (cross term),False
2.0,0.1,14,x*vy-y*vx (ang. momentum),False
2.5,0.1,14,x^2+vx^2 (x-energy),False
2.5,0.1,14,y^2+vy^2 (y-energy),False
2.5,0.1,14,x*y+vx*vy (cross term),False
2.5,0.1,14,x*vy-y*vx (ang. momentum),False
3.0,0.1,14,x^2+vx^2 (x-energy),False
3.0,0.1,14,y^2+vy^2 (y-energy),False
3.0,0.1,14,x*y+vx*vy (cross term),False
3.0,0.1,14,x*vy-y*vx (ang. momentum),False
3.5,0.1,14,x^2+vx^2 (x-energy),False
3.5,0.1,14,y^2+vy^2 (y-energy),False
3.5,0.1,14,x*y+vx*vy (cross term),False
3.5,0.1,14,x*vy-y*vx (ang. momentum),False
4.0,0.1,14,x^2+vx^2 (x-energy),False
4.0,0.1,14,y^2+vy^2 (y-energy),False
4.0,0.1,14,x*y+vx*vy (cross term),False
4.0,0.1,14,x*vy-y*vx (ang. momentum),False
5.0,0.1,14,x^2+vx^2 (x-energy),False
5.0,0.1,14,y^2+vy^2 (y-energy),False
5.0,0.1,14,x*y+vx*vy (cross term),False
5.0,0.1,14,x*vy-y*vx (ang. momentum),False
7.0,0.1,14,x^2+vx^2 (x-energy),False
7.0,0.1,14,y^2+vy^2 (y-energy),False
7.0,0.1,14,x*y+vx*vy (cross term),False
7.0,0.1,14,x*vy-y*vx (ang. momentum),False
0.0,0.1,15,x^2+vx^2 (x-energy),False
0.0,0.1,15,y^2+vy^2 (y-energy),True
0.0,0.1,15,x*y+vx*vy (cross term),False
0.0,0.1,15,x*vy-y*vx (ang. momentum),False
1.0,0.1,15,x^2+vx^2 (x-energy),False
1.0,0.1,15,y^2+vy^2 (y-energy),False
1.0,0.1,15,x*y+vx*vy (cross term),False
1.0,0.1,15,x*vy-y*vx (ang. momentum),False
1.5,0.1,15,x^2+vx^2 (x-energy),False
1.5,0.1,15,y^2+vy^2 (y-energy),False
1.5,0.1,15,x*y+vx*vy (cross term),False
1.5,0.1,15,x*vy-y*vx (ang. momentum),False
2.0,0.1,15,x^2+vx^2 (x-energy),False
2.0,0.1,15,y^2+vy^2 (y-energy),False
2.0,0.1,15,x*y+vx*vy (cross term),False
2.0,0.1,15,x*vy-y*vx (ang. momentum),False
2.5,0.1,15,x^2+vx^2 (x-energy),False
2.5,0.1,15,y^2+vy^2 (y-energy),False
2.5,0.1,15,x*y+vx*vy (cross term),False
2.5,0.1,15,x*vy-y*vx (ang. momentum),False
3.0,0.1,15,x^2+vx^2 (x-energy),False
3.0,0.1,15,y^2+vy^2 (y-energy),False
3.0,0.1,15,x*y+vx*vy (cross term),False
3.0,0.1,15,x*vy-y*vx (ang. momentum),False
3.5,0.1,15,x^2+vx^2 (x-energy),False
3.5,0.1,15,y^2+vy^2 (y-energy),False
3.5,0.1,15,x*y+vx*vy (cross term),False
3.5,0.1,15,x*vy-y*vx (ang. momentum),False
4.0,0.1,15,x^2+vx^2 (x-energy),False
4.0,0.1,15,y^2+vy^2 (y-energy),False
4.0,0.1,15,x*y+vx*vy (cross term),False
4.0,0.1,15,x*vy-y*vx (ang. momentum),False
5.0,0.1,15,x^2+vx^2 (x-energy),False
5.0,0.1,15,y^2+vy^2 (y-energy),False
5.0,0.1,15,x*y+vx*vy (cross term),False
5.0,0.1,15,x*vy-y*vx (ang. momentum),False
7.0,0.1,15,x^2+vx^2 (x-energy),False
7.0,0.1,15,y^2+vy^2 (y-energy),False
7.0,0.1,15,x*y+vx*vy (cross term),False
7.0,0.1,15,x*vy-y*vx (ang. momentum),False
0.0,0.1,16,x^2+vx^2 (x-energy),False
0.0,0.1,16,y^2+vy^2 (y-energy),True
0.0,0.1,16,x*y+vx*vy (cross term),False
0.0,0.1,16,x*vy-y*vx (ang. momentum),True
1.0,0.1,16,x^2+vx^2 (x-energy),False
1.0,0.1,16,y^2+vy^2 (y-energy),False
1.0,0.1,16,x*y+vx*vy (cross term),False
1.0,0.1,16,x*vy-y*vx (ang. momentum),False
1.5,0.1,16,x^2+vx^2 (x-energy),False
1.5,0.1,16,y^2+vy^2 (y-energy),False
1.5,0.1,16,x*y+vx*vy (cross term),False
1.5,0.1,16,x*vy-y*vx (ang. momentum),False
2.0,0.1,16,x^2+vx^2 (x-energy),False
2.0,0.1,16,y^2+vy^2 (y-energy),False
2.0,0.1,16,x*y+vx*vy (cross term),False
2.0,0.1,16,x*vy-y*vx (ang. momentum),False
2.5,0.1,16,x^2+vx^2 (x-energy),False
2.5,0.1,16,y^2+vy^2 (y-energy),False
2.5,0.1,16,x*y+vx*vy (cross term),False
2.5,0.1,16,x*vy-y*vx (ang. momentum),False
3.0,0.1,16,x^2+vx^2 (x-energy),False
3.0,0.1,16,y^2+vy^2 (y-energy),False
3.0,0.1,16,x*y+vx*vy (cross term),False
3.0,0.1,16,x*vy-y*vx (ang. momentum),False
3.5,0.1,16,x^2+vx^2 (x-energy),False
3.5,0.1,16,y^2+vy^2 (y-energy),False
3.5,0.1,16,x*y+vx*vy (cross term),False
3.5,0.1,16,x*vy-y*vx (ang. momentum),False
4.0,0.1,16,x^2+vx^2 (x-energy),False
4.0,0.1,16,y^2+vy^2 (y-energy),False
4.0,0.1,16,x*y+vx*vy (cross term),False
4.0,0.1,16,x*vy-y*vx (ang. momentum),False
5.0,0.1,16,x^2+vx^2 (x-energy),False
5.0,0.1,16,y^2+vy^2 (y-energy),False
5.0,0.1,16,x*y+vx*vy (cross term),False
5.0,0.1,16,x*vy-y*vx (ang. momentum),False
7.0,0.1,16,x^2+vx^2 (x-energy),False
7.0,0.1,16,y^2+vy^2 (y-energy),False
7.0,0.1,16,x*y+vx*vy (cross term),False
7.0,0.1,16,x*vy-y*vx (ang. momentum),False
0.0,0.1,17,x^2+vx^2 (x-energy),False
0.0,0.1,17,y^2+vy^2 (y-energy),False
0.0,0.1,17,x*y+vx*vy (cross term),True
0.0,0.1,17,x*vy-y*vx (ang. momentum),False
1.0,0.1,17,x^2+vx^2 (x-energy),False
1.0,0.1,17,y^2+vy^2 (y-energy),False
1.0,0.1,17,x*y+vx*vy (cross term),False
1.0,0.1,17,x*vy-y*vx (ang. momentum),False
1.5,0.1,17,x^2+vx^2 (x-energy),False
1.5,0.1,17,y^2+vy^2 (y-energy),False
1.5,0.1,17,x*y+vx*vy (cross term),False
1.5,0.1,17,x*vy-y*vx (ang. momentum),False
2.0,0.1,17,x^2+vx^2 (x-energy),False
2.0,0.1,17,y^2+vy^2 (y-energy),False
2.0,0.1,17,x*y+vx*vy (cross term),False
2.0,0.1,17,x*vy-y*vx (ang. momentum),False
2.5,0.1,17,x^2+vx^2 (x-energy),False
2.5,0.1,17,y^2+vy^2 (y-energy),False
2.5,0.1,17,x*y+vx*vy (cross term),False
2.5,0.1,17,x*vy-y*vx (ang. momentum),False
3.0,0.1,17,x^2+vx^2 (x-energy),False
3.0,0.1,17,y^2+vy^2 (y-energy),False
3.0,0.1,17,x*y+vx*vy (cross term),False
3.0,0.1,17,x*vy-y*vx (ang. momentum),False
3.5,0.1,17,x^2+vx^2 (x-energy),False
3.5,0.1,17,y^2+vy^2 (y-energy),False
3.5,0.1,17,x*y+vx*vy (cross term),False
3.5,0.1,17,x*vy-y*vx (ang. momentum),False
4.0,0.1,17,x^2+vx^2 (x-energy),False
4.0,0.1,17,y^2+vy^2 (y-energy),False
4.0,0.1,17,x*y+vx*vy (cross term),False
4.0,0.1,17,x*vy-y*vx (ang. momentum),False
5.0,0.1,17,x^2+vx^2 (x-energy),False
5.0,0.1,17,y^2+vy^2 (y-energy),False
5.0,0.1,17,x*y+vx*vy (cross term),False
5.0,0.1,17,x*vy-y*vx (ang. momentum),False
7.0,0.1,17,x^2+vx^2 (x-energy),False
7.0,0.1,17,y^2+vy^2 (y-energy),False
7.0,0.1,17,x*y+vx*vy (cross term),False
7.0,0.1,17,x*vy-y*vx (ang. momentum),False
0.0,0.1,18,x^2+vx^2 (x-energy),True
0.0,0.1,18,y^2+vy^2 (y-energy),True
0.0,0.1,18,x*y+vx*vy (cross term),True
0.0,0.1,18,x*vy-y*vx (ang. momentum),True
1.0,0.1,18,x^2+vx^2 (x-energy),True
1.0,0.1,18,y^2+vy^2 (y-energy),True
1.0,0.1,18,x*y+vx*vy (cross term),False
1.0,0.1,18,x*vy-y*vx (ang. momentum),True
1.5,0.1,18,x^2+vx^2 (x-energy),True
1.5,0.1,18,y^2+vy^2 (y-energy),True
1.5,0.1,18,x*y+vx*vy (cross term),False
1.5,0.1,18,x*vy-y*vx (ang. momentum),False
2.0,0.1,18,x^2+vx^2 (x-energy),True
2.0,0.1,18,y^2+vy^2 (y-energy),True
2.0,0.1,18,x*y+vx*vy (cross term),False
2.0,0.1,18,x*vy-y*vx (ang. momentum),False
2.5,0.1,18,x^2+vx^2 (x-energy),True
2.5,0.1,18,y^2+vy^2 (y-energy),True
2.5,0.1,18,x*y+vx*vy (cross term),False
2.5,0.1,18,x*vy-y*vx (ang. momentum),False
3.0,0.1,18,x^2+vx^2 (x-energy),True
3.0,0.1,18,y^2+vy^2 (y-energy),True
3.0,0.1,18,x*y+vx*vy (cross term),False
3.0,0.1,18,x*vy-y*vx (ang. momentum),False
3.5,0.1,18,x^2+vx^2 (x-energy),True
3.5,0.1,18,y^2+vy^2 (y-energy),True
3.5,0.1,18,x*y+vx*vy (cross term),False
3.5,0.1,18,x*vy-y*vx (ang. momentum),False
4.0,0.1,18,x^2+vx^2 (x-energy),True
4.0,0.1,18,y^2+vy^2 (y-energy),True
4.0,0.1,18,x*y+vx*vy (cross term),False
4.0,0.1,18,x*vy-y*vx (ang. momentum),False
5.0,0.1,18,x^2+vx^2 (x-energy),True
5.0,0.1,18,y^2+vy^2 (y-energy),True
5.0,0.1,18,x*y+vx*vy (cross term),False
5.0,0.1,18,x*vy-y*vx (ang. momentum),False
7.0,0.1,18,x^2+vx^2 (x-energy),True
7.0,0.1,18,y^2+vy^2 (y-energy),True
7.0,0.1,18,x*y+vx*vy (cross term),False
7.0,0.1,18,x*vy-y*vx (ang. momentum),False
0.0,0.1,19,x^2+vx^2 (x-energy),False
0.0,0.1,19,y^2+vy^2 (y-energy),False
0.0,0.1,19,x*y+vx*vy (cross term),False
0.0,0.1,19,x*vy-y*vx (ang. momentum),False
1.0,0.1,19,x^2+vx^2 (x-energy),False
1.0,0.1,19,y^2+vy^2 (y-energy),False
1.0,0.1,19,x*y+vx*vy (cross term),False
1.0,0.1,19,x*vy-y*vx (ang. momentum),False
1.5,0.1,19,x^2+vx^2 (x-energy),False
1.5,0.1,19,y^2+vy^2 (y-energy),False
1.5,0.1,19,x*y+vx*vy (cross term),False
1.5,0.1,19,x*vy-y*vx (ang. momentum),False
2.0,0.1,19,x^2+vx^2 (x-energy),False
2.0,0.1,19,y^2+vy^2 (y-energy),False
2.0,0.1,19,x*y+vx*vy (cross term),False
2.0,0.1,19,x*vy-y*vx (ang. momentum),False
2.5,0.1,19,x^2+vx^2 (x-energy),False
2.5,0.1,19,y^2+vy^2 (y-energy),False
2.5,0.1,19,x*y+vx*vy (cross term),False
2.5,0.1,19,x*vy-y*vx (ang. momentum),False
3.0,0.1,19,x^2+vx^2 (x-energy),False
3.0,0.1,19,y^2+vy^2 (y-energy),False
3.0,0.1,19,x*y+vx*vy (cross term),False
3.0,0.1,19,x*vy-y*vx (ang. momentum),False
3.5,0.1,19,x^2+vx^2 (x-energy),False
3.5,0.1,19,y^2+vy^2 (y-energy),False
3.5,0.1,19,x*y+vx*vy (cross term),False
3.5,0.1,19,x*vy-y*vx (ang. momentum),False
4.0,0.1,19,x^2+vx^2 (x-energy),False
4.0,0.1,19,y^2+vy^2 (y-energy),False
4.0,0.1,19,x*y+vx*vy (cross term),False
4.0,0.1,19,x*vy-y*vx (ang. momentum),False
5.0,0.1,19,x^2+vx^2 (x-energy),False
5.0,0.1,19,y^2+vy^2 (y-energy),False
5.0,0.1,19,x*y+vx*vy (cross term),False
5.0,0.1,19,x*vy-y*vx (ang. momentum),False
7.0,0.1,19,x^2+vx^2 (x-energy),False
7.0,0.1,19,y^2+vy^2 (y-energy),False
7.0,0.1,19,x*y+vx*vy (cross term),False
7.0,0.1,19,x*vy-y*vx (ang. momentum),False
0.0,0.1,20,x^2+vx^2 (x-energy),True
0.0,0.1,20,y^2+vy^2 (y-energy),True
0.0,0.1,20,x*y+vx*vy (cross term),True
0.0,0.1,20,x*vy-y*vx (ang. momentum),True
1.0,0.1,20,x^2+vx^2 (x-energy),True
1.0,0.1,20,y^2+vy^2 (y-energy),True
1.0,0.1,20,x*y+vx*vy (cross term),False
1.0,0.1,20,x*vy-y*vx (ang. momentum),False
1.5,0.1,20,x^2+vx^2 (x-energy),True
1.5,0.1,20,y^2+vy^2 (y-energy),True
1.5,0.1,20,x*y+vx*vy (cross term),False
1.5,0.1,20,x*vy-y*vx (ang. momentum),False
2.0,0.1,20,x^2+vx^2 (x-energy),True
2.0,0.1,20,y^2+vy^2 (y-energy),True
2.0,0.1,20,x*y+vx*vy (cross term),False
2.0,0.1,20,x*vy-y*vx (ang. momentum),False
2.5,0.1,20,x^2+vx^2 (x-energy),True
2.5,0.1,20,y^2+vy^2 (y-energy),True
2.5,0.1,20,x*y+vx*vy (cross term),False
2.5,0.1,20,x*vy-y*vx (ang. momentum),False
3.0,0.1,20,x^2+vx^2 (x-energy),True
3.0,0.1,20,y^2+vy^2 (y-energy),True
3.0,0.1,20,x*y+vx*vy (cross term),False
3.0,0.1,20,x*vy-y*vx (ang. momentum),False
3.5,0.1,20,x^2+vx^2 (x-energy),True
3.5,0.1,20,y^2+vy^2 (y-energy),True
3.5,0.1,20,x*y+vx*vy (cross term),False
3.5,0.1,20,x*vy-y*vx (ang. momentum),False
4.0,0.1,20,x^2+vx^2 (x-energy),True
4.0,0.1,20,y^2+vy^2 (y-energy),True
4.0,0.1,20,x*y+vx*vy (cross term),False
4.0,0.1,20,x*vy-y*vx (ang. momentum),False
5.0,0.1,20,x^2+vx^2 (x-energy),True
5.0,0.1,20,y^2+vy^2 (y-energy),True
5.0,0.1,20,x*y+vx*vy (cross term),False
5.0,0.1,20,x*vy-y*vx (ang. momentum),False
7.0,0.1,20,x^2+vx^2 (x-energy),True
7.0,0.1,20,y^2+vy^2 (y-energy),True
7.0,0.1,20,x*y+vx*vy (cross term),False
7.0,0.1,20,x*vy-y*vx (ang. momentum),False
0.0,0.1,21,x^2+vx^2 (x-energy),False
0.0,0.1,21,y^2+vy^2 (y-energy),False
0.0,0.1,21,x*y+vx*vy (cross term),True
0.0,0.1,21,x*vy-y*vx (ang. momentum),False
1.0,0.1,21,x^2+vx^2 (x-energy),False
1.0,0.1,21,y^2+vy^2 (y-energy),False
1.0,0.1,21,x*y+vx*vy (cross term),False
1.0,0.1,21,x*vy-y*vx (ang. momentum),False
1.5,0.1,21,x^2+vx^2 (x-energy),False
1.5,0.1,21,y^2+vy^2 (y-energy),False
1.5,0.1,21,x*y+vx*vy (cross term),False
1.5,0.1,21,x*vy-y*vx (ang. momentum),False
2.0,0.1,21,x^2+vx^2 (x-energy),False
2.0,0.1,21,y^2+vy^2 (y-energy),False
2.0,0.1,21,x*y+vx*vy (cross term),False
2.0,0.1,21,x*vy-y*vx (ang. momentum),False
2.5,0.1,21,x^2+vx^2 (x-energy),False
2.5,0.1,21,y^2+vy^2 (y-energy),False
2.5,0.1,21,x*y+vx*vy (cross term),False
2.5,0.1,21,x*vy-y*vx (ang. momentum),False
3.0,0.1,21,x^2+vx^2 (x-energy),False
3.0,0.1,21,y^2+vy^2 (y-energy),False
3.0,0.1,21,x*y+vx*vy (cross term),False
3.0,0.1,21,x*vy-y*vx (ang. momentum),False
3.5,0.1,21,x^2+vx^2 (x-energy),False
3.5,0.1,21,y^2+vy^2 (y-energy),False
3.5,0.1,21,x*y+vx*vy (cross term),False
3.5,0.1,21,x*vy-y*vx (ang. momentum),False
4.0,0.1,21,x^2+vx^2 (x-energy),False
4.0,0.1,21,y^2+vy^2 (y-energy),False
4.0,0.1,21,x*y+vx*vy (cross term),False
4.0,0.1,21,x*vy-y*vx (ang. momentum),False
5.0,0.1,21,x^2+vx^2 (x-energy),False
5.0,0.1,21,y^2+vy^2 (y-energy),False
5.0,0.1,21,x*y+vx*vy (cross term),False
5.0,0.1,21,x*vy-y*vx (ang. momentum),False
7.0,0.1,21,x^2+vx^2 (x-energy),False
7.0,0.1,21,y^2+vy^2 (y-energy),False
7.0,0.1,21,x*y+vx*vy (cross term),False
7.0,0.1,21,x*vy-y*vx (ang. momentum),False
0.0,0.1,22,x^2+vx^2 (x-energy),True
0.0,0.1,22,y^2+vy^2 (y-energy),True
0.0,0.1,22,x*y+vx*vy (cross term),True
0.0,0.1,22,x*vy-y*vx (ang. momentum),True
1.0,0.1,22,x^2+vx^2 (x-energy),True
1.0,0.1,22,y^2+vy^2 (y-energy),True
1.0,0.1,22,x*y+vx*vy (cross term),False
1.0,0.1,22,x*vy-y*vx (ang. momentum),False
1.5,0.1,22,x^2+vx^2 (x-energy),True
1.5,0.1,22,y^2+vy^2 (y-energy),True
1.5,0.1,22,x*y+vx*vy (cross term),False
1.5,0.1,22,x*vy-y*vx (ang. momentum),False
2.0,0.1,22,x^2+vx^2 (x-energy),True
2.0,0.1,22,y^2+vy^2 (y-energy),True
2.0,0.1,22,x*y+vx*vy (cross term),False
2.0,0.1,22,x*vy-y*vx (ang. momentum),False
2.5,0.1,22,x^2+vx^2 (x-energy),True
2.5,0.1,22,y^2+vy^2 (y-energy),True
2.5,0.1,22,x*y+vx*vy (cross term),False
2.5,0.1,22,x*vy-y*vx (ang. momentum),False
3.0,0.1,22,x^2+vx^2 (x-energy),True
3.0,0.1,22,y^2+vy^2 (y-energy),True
3.0,0.1,22,x*y+vx*vy (cross term),False
3.0,0.1,22,x*vy-y*vx (ang. momentum),False
3.5,0.1,22,x^2+vx^2 (x-energy),True
3.5,0.1,22,y^2+vy^2 (y-energy),True
3.5,0.1,22,x*y+vx*vy (cross term),False
3.5,0.1,22,x*vy-y*vx (ang. momentum),False
4.0,0.1,22,x^2+vx^2 (x-energy),True
4.0,0.1,22,y^2+vy^2 (y-energy),True
4.0,0.1,22,x*y+vx*vy (cross term),False
4.0,0.1,22,x*vy-y*vx (ang. momentum),False
5.0,0.1,22,x^2+vx^2 (x-energy),True
5.0,0.1,22,y^2+vy^2 (y-energy),True
5.0,0.1,22,x*y+vx*vy (cross term),False
5.0,0.1,22,x*vy-y*vx (ang. momentum),False
7.0,0.1,22,x^2+vx^2 (x-energy),True
7.0,0.1,22,y^2+vy^2 (y-energy),True
7.0,0.1,22,x*y+vx*vy (cross term),False
7.0,0.1,22,x*vy-y*vx (ang. momentum),False
0.0,0.1,23,x^2+vx^2 (x-energy),False
0.0,0.1,23,y^2+vy^2 (y-energy),False
0.0,0.1,23,x*y+vx*vy (cross term),False
0.0,0.1,23,x*vy-y*vx (ang. momentum),False
1.0,0.1,23,x^2+vx^2 (x-energy),False
1.0,0.1,23,y^2+vy^2 (y-energy),False
1.0,0.1,23,x*y+vx*vy (cross term),False
1.0,0.1,23,x*vy-y*vx (ang. momentum),False
1.5,0.1,23,x^2+vx^2 (x-energy),False
1.5,0.1,23,y^2+vy^2 (y-energy),False
1.5,0.1,23,x*y+vx*vy (cross term),False
1.5,0.1,23,x*vy-y*vx (ang. momentum),False
2.0,0.1,23,x^2+vx^2 (x-energy),False
2.0,0.1,23,y^2+vy^2 (y-energy),False
2.0,0.1,23,x*y+vx*vy (cross term),False
2.0,0.1,23,x*vy-y*vx (ang. momentum),False
2.5,0.1,23,x^2+vx^2 (x-energy),False
2.5,0.1,23,y^2+vy^2 (y-energy),False
2.5,0.1,23,x*y+vx*vy (cross term),False
2.5,0.1,23,x*vy-y*vx (ang. momentum),False
3.0,0.1,23,x^2+vx^2 (x-energy),False
3.0,0.1,23,y^2+vy^2 (y-energy),False
3.0,0.1,23,x*y+vx*vy (cross term),False
3.0,0.1,23,x*vy-y*vx (ang. momentum),False
3.5,0.1,23,x^2+vx^2 (x-energy),False
3.5,0.1,23,y^2+vy^2 (y-energy),False
3.5,0.1,23,x*y+vx*vy (cross term),False
3.5,0.1,23,x*vy-y*vx (ang. momentum),False
4.0,0.1,23,x^2+vx^2 (x-energy),False
4.0,0.1,23,y^2+vy^2 (y-energy),False
4.0,0.1,23,x*y+vx*vy (cross term),False
4.0,0.1,23,x*vy-y*vx (ang. momentum),False
5.0,0.1,23,x^2+vx^2 (x-energy),False
5.0,0.1,23,y^2+vy^2 (y-energy),False
5.0,0.1,23,x*y+vx*vy (cross term),False
5.0,0.1,23,x*vy-y*vx (ang. momentum),False
7.0,0.1,23,x^2+vx^2 (x-energy),False
7.0,0.1,23,y^2+vy^2 (y-energy),False
7.0,0.1,23,x*y+vx*vy (cross term),False
7.0,0.1,23,x*vy-y*vx (ang. momentum),False
0.0,0.1,24,x^2+vx^2 (x-energy),False
0.0,0.1,24,y^2+vy^2 (y-energy),False
0.0,0.1,24,x*y+vx*vy (cross term),False
0.0,0.1,24,x*vy-y*vx (ang. momentum),True
1.0,0.1,24,x^2+vx^2 (x-energy),False
1.0,0.1,24,y^2+vy^2 (y-energy),False
1.0,0.1,24,x*y+vx*vy (cross term),False
1.0,0.1,24,x*vy-y*vx (ang. momentum),False
1.5,0.1,24,x^2+vx^2 (x-energy),False
1.5,0.1,24,y^2+vy^2 (y-energy),False
1.5,0.1,24,x*y+vx*vy (cross term),False
1.5,0.1,24,x*vy-y*vx (ang. momentum),False
2.0,0.1,24,x^2+vx^2 (x-energy),False
2.0,0.1,24,y^2+vy^2 (y-energy),False
2.0,0.1,24,x*y+vx*vy (cross term),False
2.0,0.1,24,x*vy-y*vx (ang. momentum),False
2.5,0.1,24,x^2+vx^2 (x-energy),False
2.5,0.1,24,y^2+vy^2 (y-energy),False
2.5,0.1,24,x*y+vx*vy (cross term),False
2.5,0.1,24,x*vy-y*vx (ang. momentum),False
3.0,0.1,24,x^2+vx^2 (x-energy),False
3.0,0.1,24,y^2+vy^2 (y-energy),False
3.0,0.1,24,x*y+vx*vy (cross term),False
