k,sigma,seed,generator,hard_infeasible
7.0,0.05,28,x*vy-y*vx (ang. momentum),False
0.0,0.05,29,x^2+vx^2 (x-energy),False
0.0,0.05,29,y^2+vy^2 (y-energy),False
0.0,0.05,29,x*y+vx*vy (cross term),False
0.0,0.05,29,x*vy-y*vx (ang. momentum),False
1.0,0.05,29,x^2+vx^2 (x-energy),False
1.0,0.05,29,y^2+vy^2 (y-energy),False
1.0,0.05,29,x*y+vx*vy (cross term),False
1.0,0.05,29,x*vy-y*vx (ang. momentum),False
1.5,0.05,29,x^2+vx^2 (x-energy),False
1.5,0.05,29,y^2+vy^2 (y-energy),False
1.5,0.05,29,x*y+vx*vy (cross term),False
1.5,0.05,29,x*vy-y*vx (ang. momentum),False
2.0,0.05,29,x^2+vx^2 (x-energy),False
2.0,0.05,29,y^2+vy^2 (y-energy),False
2.0,0.05,29,x*y+vx*vy (cross term),False
2.0,0.05,29,x*vy-y*vx (ang. momentum),False
2.5,0.05,29,x^2+vx^2 (x-energy),False
2.5,0.05,29,y^2+vy^2 (y-energy),False
2.5,0.05,29,x*y+vx*vy (cross term),False
2.5,0.05,29,x*vy-y*vx (ang. momentum),False
3.0,0.05,29,x^2+vx^2 (x-energy),False
3.0,0.05,29,y^2+vy^2 (y-energy),False
3.0,0.05,29,x*y+vx*vy (cross term),False
3.0,0.05,29,x*vy-y*vx (ang. momentum),False
3.5,0.05,29,x^2+vx^2 (x-energy),False
3.5,0.05,29,y^2+vy^2 (y-energy),False
3.5,0.05,29,x*y+vx*vy (cross term),False
3.5,0.05,29,x*vy-y*vx (ang. momentum),False
4.0,0.05,29,x^2+vx^2 (x-energy),False
4.0,0.05,29,y^2+vy^2 (y-energy),False
4.0,0.05,29,x*y+vx*vy (cross term),False
4.0,0.05,29,x*vy-y*vx (ang. momentum),False
5.0,0.05,29,x^2+vx^2 (x-energy),False
5.0,0.05,29,y^2+vy^2 (y-energy),False
5.0,0.05,29,x*y+vx*vy (cross term),False
5.0,0.05,29,x*vy-y*vx (ang. momentum),False
7.0,0.05,29,x^2+vx^2 (x-energy),False
7.0,0.05,29,y^2+vy^2 (y-energy),False
7.0,0.05,29,x*y+vx*vy (cross term),False
7.0,0.05,29,x*vy-y*vx (ang. momentum),False
0.0,0.1,0,x^2+vx^2 (x-energy),False
0.0,0.1,0,y^2+vy^2 (y-energy),False
0.0,0.1,0,x*y+vx*vy (cross term),False
0.0,0.1,0,x*vy-y*vx (ang. momentum),False
1.0,0.1,0,x^2+vx^2 (x-energy),False
1.0,0.1,0,y^2+vy^2 (y-energy),False
1.0,0.1,0,x*y+vx*vy (cross term),False
1.0,0.1,0,x*vy-y*vx (ang. momentum),False
1.5,0.1,0,x^2+vx^2 (x-energy),False
1.5,0.1,0,y^2+vy^2 (y-energy),False
1.5,0.1,0,x*y+vx*vy (cross term),False
1.5,0.1,0,x*vy-y*vx (ang. momentum),False
2.0,0.1,0,x^2+vx^2 (x-energy),False
2.0,0.1,0,y^2+vy^2 (y-energy),False
2.0,0.1,0,x*y+vx*vy (cross term),False
2.0,0.1,0,x*vy-y*vx (ang. momentum),False
2.5,0.1,0,x^2+vx^2 (x-energy),False
2.5,0.1,0,y^2+vy^2 (y-energy),False
2.5,0.1,0,x*y+vx*vy (cross term),False
2.5,0.1,0,x*vy-y*vx (ang. momentum),False
3.0,0.1,0,x^2+vx^2 (x-energy),False
3.0,0.1,0,y^2+vy^2 (y-energy),False
3.0,0.1,0,x*y+vx*vy (cross term),False
3.0,0.1,0,x*vy-y*vx (ang. momentum),False
3.5,0.1,0,x^2+vx^2 (x-energy),False
3.5,0.1,0,y^2+vy^2 (y-energy),False
3.5,0.1,0,x*y+vx*vy (cross term),False
3.5,0.1,0,x*vy-y*vx (ang. momentum),False
4.0,0.1,0,x^2+vx^2 (x-energy),False
4.0,0.1,0,y^2+vy^2 (y-energy),False
4.0,0.1,0,x*y+vx*vy (cross term),False
4.0,0.1,0,x*vy-y*vx (ang. momentum),False
5.0,0.1,0,x^2+vx^2 (x-energy),False
5.0,0.1,0,y^2+vy^2 (y-energy),False
5.0,0.1,0,x*y+vx*vy (cross term),False
5.0,0.1,0,x*vy-y*vx (ang. momentum),False
7.0,0.1,0,x^2+vx^2 (x-energy),False
7.0,0.1,0,y^2+vy^2 (y-energy),False
7.0,0.1,0,x*y+vx*vy (cross term),False
7.0,0.1,0,x*vy-y*vx (ang. momentum),False
0.0,0.1,1,x^2+vx^2 (x-energy),False
0.0,0.1,1,y^2+vy^2 (y-energy),True
0.0,0.1,1,x*y+vx*vy (cross term),False
0.0,0.1,1,x*vy-y*vx (ang. momentum),True
1.0,0.1,1,x^2+vx^2 (x-energy),False
1.0,0.1,1,y^2+vy^2 (y-energy),False
1.0,0.1,1,x*y+vx*vy (cross term),False
1.0,0.1,1,x*vy-y*vx (ang. momentum),False
1.5,0.1,1,x^2+vx^2 (x-energy),False
1.5,0.1,1,y^2+vy^2 (y-energy),False
1.5,0.1,1,x*y+vx*vy (cross term),False
1.5,0.1,1,x*vy-y*vx (ang. momentum),False
2.0,0.1,1,x^2+vx^2 (x-energy),False
2.0,0.1,1,y^2+vy^2 (y-energy),False
2.0,0.1,1,x*y+vx*vy (cross term),False
2.0,0.1,1,x*vy-y*vx (ang. momentum),False
2.5,0.1,1,x^2+vx^2 (x-energy),False
2.5,0.1,1,y^2+vy^2 (y-energy),False
2.5,0.1,1,x*y+vx*vy (cross term),False
2.5,0.1,1,x*vy-y*vx (ang. momentum),False
3.0,0.1,1,x^2+vx^2 (x-energy),False
3.0,0.1,1,y^2+vy^2 (y-energy),False
3.0,0.1,1,x*y+vx*vy (cross term),False
3.0,0.1,1,x*vy-y*vx (ang. momentum),False
3.5,0.1,1,x^2+vx^2 (x-energy),False
3.5,0.1,1,y^2+vy^2 (y-energy),False
3.5,0.1,1,x*y+vx*vy (cross term),False
3.5,0.1,1,x*vy-y*vx (ang. momentum),False
4.0,0.1,1,x^2+vx^2 (x-energy),False
4.0,0.1,1,y^2+vy^2 (y-energy),False
4.0,0.1,1,x*y+vx*vy (cross term),False
4.0,0.1,1,x*vy-y*vx (ang. momentum),False
5.0,0.1,1,x^2+vx^2 (x-energy),False
5.0,0.1,1,y^2+vy^2 (y-energy),False
5.0,0.1,1,x*y+vx*vy (cross term),False
5.0,0.1,1,x*vy-y*vx (ang. momentum),False
7.0,0.1,1,x^2+vx^2 (x-energy),False
7.0,0.1,1,y^2+vy^2 (y-energy),False
7.0,0.1,1,x*y+vx*vy (cross term),False
7.0,0.1,1,x*vy-y*vx (ang. momentum),False
0.0,0.1,2,x^2+vx^2 (x-energy),False
0.0,0.1,2,y^2+vy^2 (y-energy),True
0.0,0.1,2,x*y+vx*vy (cross term),False
0.0,0.1,2,x*vy-y*vx (ang. momentum),False
1.0,0.1,2,x^2+vx^2 (x-energy),False
1.0,0.1,2,y^2+vy^2 (y-energy),False
1.0,0.1,2,x*y+vx*vy (cross term),False
1.0,0.1,2,x*vy-y*vx (ang. momentum),False
1.5,0.1,2,x^2+vx^2 (x-energy),False
1.5,0.1,2,y^2+vy^2 (y-energy),False
1.5,0.1,2,x*y+vx*vy (cross term),False
1.5,0.1,2,x*vy-y*vx (ang. momentum),False
2.0,0.1,2,x^2+vx^2 (x-energy),False
2.0,0.1,2,y^2+vy^2 (y-energy),False
2.0,0.1,2,x*y+vx*vy (cross term),False
2.0,0.1,2,x*vy-y*vx (ang. momentum),False
2.5,0.1,2,x^2+vx^2 (x-energy),False
2.5,0.1,2,y^2+vy^2 (y-energy),False
2.5,0.1,2,x*y+vx*vy (cross term),False
2.5,0.1,2,x*vy-y*vx (ang. momentum),False
3.0,0.1,2,x^2+vx^2 (x-energy),False
3.0,0.1,2,y^2+vy^2 (y-energy),False
3.0,0.1,2,x*y+vx*vy (cross term),False
3.0,0.1,2,x*vy-y*vx (ang. momentum),False
3.5,0.1,2,x^2+vx^2 (x-energy),False
3.5,0.1,2,y^2+vy^2 (y-energy),False
3.5,0.1,2,x*y+vx*vy (cross term),False
3.5,0.1,2,x*vy-y*vx (ang. momentum),False
4.0,0.1,2,x^2+vx^2 (x-energy),False
4.0,0.1,2,y^2+vy^2 (y-energy),False
4.0,0.1,2,x*y+vx*vy (cross term),False
4.0,0.1,2,x*vy-y*vx (ang. momentum),False
5.0,0.1,2,x^2+vx^2 (x-energy),False
5.0,0.1,2,y^2+vy^2 (y-energy),False
5.0,0.1,2,x*y+vx*vy (cross term),False
5.0,0.1,2,x*vy-y*vx (ang. momentum),False
7.0,0.1,2,x^2+vx^2 (x-energy),False
7.0,0.1,2,y^2+vy^2 (y-energy),False
7.0,0.1,2,x*y+vx*vy (cross term),False
7.0,0.1,2,x*vy-y*vx (ang. momentum),False
0.0,0.1,3,x^2+vx^2 (x-energy),True
0.0,0.1,3,y^2+vy^2 (y-energy),False
0.0,0.1,3,x*y+vx*vy (cross term),False
0.0,0.1,3,x*vy-y*vx (ang. momentum),False
1.0,0.1,3,x^2+vx^2 (x-energy),False
1.0,0.1,3,y^2+vy^2 (y-energy),False
1.0,0.1,3,x*y+vx*vy (cross term),False
1.0,0.1,3,x*vy-y*vx (ang. momentum),False
1.5,0.1,3,x^2+vx^2 (x-energy),False
1.5,0.1,3,y^2+vy^2 (y-energy),False
1.5,0.1,3,x*y+vx*vy (cross term),False
1.5,0.1,3,x*vy-y*vx (ang. momentum),False
2.0,0.1,3,x^2+vx^2 (x-energy),False
2.0,0.1,3,y^2+vy^2 (y-energy),False
2.0,0.1,3,x*y+vx*vy (cross term),False
2.0,0.1,3,x*vy-y*vx (ang. momentum),False
2.5,0.1,3,x^2+vx^2 (x-energy),False
2.5,0.1,3,y^2+vy^2 (y-energy),False
2.5,0.1,3,x*y+vx*vy (cross term),False
2.5,0.1,3,x*vy-y*vx (ang. momentum),False
3.0,0.1,3,x^2+vx^2 (x-energy),False
3.0,0.1,3,y^2+vy^2 (y-energy),False
3.0,0.1,3,x*y+vx*vy (cross term),False
3.0,0.1,3,x*vy-y*vx (ang. momentum),False
3.5,0.1,3,x^2+vx^2 (x-energy),False
3.5,0.1,3,y^2+vy^2 (y-energy),False
3.5,0.1,3,x*y+vx*vy (cross term),False
3.5,0.1,3,x*vy-y*vx (ang. momentum),False
4.0,0.1,3,x^2+vx^2 (x-energy),False
4.0,0.1,3,y^2+vy^2 (y-energy),False
4.0,0.1,3,x*y+vx*vy (cross term),False
4.0,0.1,3,x*vy-y*vx (ang. momentum),False
5.0,0.1,3,x^2+vx^2 (x-energy),False
5.0,0.1,3,y^2+vy^2 (y-energy),False
5.0,0.1,3,x*y+vx*vy (cross term),False
5.0,0.1,3,x*vy-y*vx (ang. momentum),False
7.0,0.1,3,x^2+vx^2 (x-energy),False
7.0,0.1,3,y^2+vy^2 (y-energy),False
7.0,0.1,3,x*y+vx*vy (cross term),False
7.0,0.1,3,x*vy-y*vx (ang. momentum),False
0.0,0.1,4,x^2+vx^2 (x-energy),False
0.0,0.1,4,y^2+vy^2 (y-energy),False
0.0,0.1,4,x*y+vx*vy (cross term),False
0.0,0.1,4,x*vy-y*vx (ang. momentum),False
1.0,0.1,4,x^2+vx^2 (x-energy),False
1.0,0.1,4,y^2+vy^2 (y-energy),False
1.0,0.1,4,x*y+vx*vy (cross term),False
1.0,0.1,4,x*vy-y*vx (ang. momentum),False
1.5,0.1,4,x^2+vx^2 (x-energy),False
1.5,0.1,4,y^2+vy^2 (y-energy),False
1.5,0.1,4,x*y+vx*vy (cross term),False
1.5,0.1,4,x*vy-y*vx (ang. momentum),False
2.0,0.1,4,x^2+vx^2 (x-energy),False
2.0,0.1,4,y^2+vy^2 (y-energy),False
2.0,0.1,4,x*y+vx*vy (cross term),False
2.0,0.1,4,x*vy-y*vx (ang. momentum),False
2.5,0.1,4,x^2+vx^2 (x-energy),False
2.5,0.1,4,y^2+vy^2 (y-energy),False
2.5,0.1,4,x*y+vx*vy (cross term),False
2.5,0.1,4,x*vy-y*vx (ang. momentum),False
3.0,0.1,4,x^2+vx^2 (x-energy),False
3.0,0.1,4,y^2+vy^2 (y-energy),False
3.0,0.1,4,x*y+vx*vy (cross term),False
3.0,0.1,4,x*vy-y*vx (ang. momentum),False
3.5,0.1,4,x^2+vx^2 (x-energy),False
3.5,0.1,4,y^2+vy^2 (y-energy),False
3.5,0.1,4,x*y+vx*vy (cross term),False
3.5,0.1,4,x*vy-y*vx (ang. momentum),False
4.0,0.1,4,x^2+vx^2 (x-energy),False
4.0,0.1,4,y^2+vy^2 (y-energy),False
4.0,0.1,4,x*y+vx*vy (cross term),False
4.0,0.1,4,x*vy-y*vx (ang. momentum),False
5.0,0.1,4,x^2+vx^2 (x-energy),False
5.0,0.1,4,y^2+vy^2 (y-energy),False
5.0,0.1,4,x*y+vx*vy (cross term),False
5.0,0.1,4,x*vy-y*vx (ang. momentum),False
7.0,0.1,4,x^2+vx^2 (x-energy),False
7.0,0.1,4,y^2+vy^2 (y-energy),False
7.0,0.1,4,x*y+vx*vy (cross term),False
7.0,0.1,4,x*vy-y*vx (ang. momentum),False
0.0,0.1,5,x^2+vx^2 (x-energy),False
0.0,0.1,5,y^2+vy^2 (y-energy),False
0.0,0.1,5,x*y+vx*vy (cross term),False
0.0,0.1,5,x*vy-y*vx (ang. momentum),True
1.0,0.1,5,x^2+vx^2 (x-energy),False
1.0,0.1,5,y^2+vy^2 (y-energy),False
1.0,0.1,5,x*y+vx*vy (cross term),False
1.0,0.1,5,x*vy-y*vx (ang. momentum),False
1.5,0.1,5,x^2+vx^2 (x-energy),False
1.5,0.1,5,y^2+vy^2 (y-energy),False
1.5,0.1,5,x*y+vx*vy (cross term),False
1.5,0.1,5,x*vy-y*vx (ang. momentum),False
2.0,0.1,5,x^2+vx^2 (x-energy),False
2.0,0.1,5,y^2+vy^2 (y-energy),False
2.0,0.1,5,x*y+vx*vy (cross term),False
2.0,0.1,5,x*vy-y*vx (ang. momentum),False
2.5,0.1,5,x^2+vx^2 (x-energy),False
2.5,0.1,5,y^2+vy^2 (y-energy),False
2.5,0.1,5,x*y+vx*vy (cross term),False
2.5,0.1,5,x*vy-y*vx (ang. momentum),False
3.0,0.1,5,x^2+vx^2 (x-energy),False
3.0,0.1,5,y^2+vy^2 (y-energy),False
3.0,0.1,5,x*y+vx*vy (cross term),False
3.0,0.1,5,x*vy-y*vx (ang. momentum),False
3.5,0.1,5,x^2+vx^2 (x-energy),False
3.5,0.1,5,y^2+vy^2 (y-energy),False
3.5,0.1,5,x*y+vx*vy (cross term),False
3.5,0.1,5,x*vy-y*vx (ang. momentum),False
4.0,0.1,5,x^2+vx^2 (x-energy),False
4.0,0.1,5,y^2+vy^2 (y-energy),False
4.0,0.1,5,x*y+vx*vy (cross term),False
4.0,0.1,5,x*vy-y*vx (ang. momentum),False
5.0,0.1,5,x^2+vx^2 (x-energy),False
5.0,0.1,5,y^2+vy^2 (y-energy),False
5.0,0.1,5,x*y+vx*vy (cross term),False
5.0,0.1,5,x*vy-y*vx (ang. momentum),False
7.0,0.1,5,x^2+vx^2 (x-energy),False
7.0,0.1,5,y^2+vy^2 (y-energy),False
7.0,0.1,5,x*y+vx*vy (cross term),False
7.0,0.1,5,x*vy-y*vx (ang. momentum),False
0.0,0.1,6,x^2+vx^2 (x-energy),False
0.0,0.1,6,y^2+vy^2 (y-energy),False
0.0,0.1,6,x*y+vx*vy (cross term),True
0.0,0.1,6,x*vy-y*vx (ang. momentum),False
1.0,0.1,6,x^2+vx^2 (x-energy),False
1.0,0.1,6,y^2+vy^2 (y-energy),False
1.0,0.1,6,x*y+vx*vy (cross term),False
1.0,0.1,6,x*vy-y*vx (ang. momentum),False
1.5,0.1,6,x^2+vx^2 (x-energy),False
1.5,0.1,6,y^2+vy^2 (y-energy),False
1.5,0.1,6,x*y+vx*vy (cross term),False
1.5,0.1,6,x*vy-y*vx (ang. momentum),False
2.0,0.1,6,x^2+vx^2 (x-energy),False
2.0,0.1,6,y^2+vy^2 (y-energy),False
2.0,0.1,6,x*y+vx*vy (cross term),False
2.0,0.1,6,x*vy-y*vx (ang. momentum),False
2.5,0.1,6,x^2+vx^2 (x-energy),False
2.5,0.1,6,y^2+vy^2 (y-energy),False
2.5,0.1,6,x*y+vx*vy (cross term),False
2.5,0.1,6,x*vy-y*vx (ang. momentum),False
3.0,0.1,6,x^2+vx^2 (x-energy),False
3.0,0.1,6,y^2+vy^2 (y-energy),False
3.0,0.1,6,x*y+vx*vy (cross term),False
3.0,0.1,6,x*vy-y*vx (ang. momentum),False
3.5,0.1,6,x^2+vx^2 (x-energy),False
3.5,0.1,6,y^2+vy^2 (y-energy),False
3.5,0.1,6,x*y+vx*vy (cross term),False
3.5,0.1,6,x*vy-y*vx (ang. momentum),False
4.0,0.1,6,x^2+vx^2 (x-energy),False
4.0,0.1,6,y^2+vy^2 (y-energy),False
4.0,0.1,6,x*y+vx*vy (cross term),False
4.0,0.1,6,x*vy-y*vx (ang. momentum),False
5.0,0.1,6,x^2+vx^2 (x-energy),False
5.0,0.1,6,y^2+vy^2 (y-energy),False
5.0,0.1,6,x*y+vx*vy (cross term),False
5.0,0.1,6,x*vy-y*vx (ang. momentum),False
7.0,0.1,6,x^2+vx^2 (x-energy),False
7.0,0.1,6,y^2+vy^2 (y-energy),False
7.0,0.1,6,x*y+vx*vy (cross term),False
7.0,0.1,6,x*vy-y*vx (ang. momentum),False
0.0,0.1,7,x^2+vx^2 (x-energy),False
0.0,0.1,7,y^2+vy^2 (y-energy),True
0.0,0.1,7,x*y+vx*vy (cross term),False
0.0,0.1,7,x*vy-y*vx (ang. momentum),False
1.0,0.1,7,x^2+vx^2 (x-energy),False
1.0,0.1,7,y^2+vy^2 (y-energy),False
1.0,0.1,7,x*y+vx*vy (cross term),False
1.0,0.1,7,x*vy-y*vx (ang. momentum),False
1.5,0.1,7,x^2+vx^2 (x-energy),False
1.5,0.1,7,y^2+vy^2 (y-energy),False
1.5,0.1,7,x*y+vx*vy (cross term),False
1.5,0.1,7,x*vy-y*vx (ang. momentum),False
2.0,0.1,7,x^2+vx^2 (x-energy),False
2.0,0.1,7,y^2+vy^2 (y-energy),False
2.0,0.1,7,x*y+vx*vy (cross term),False
2.0,0.1,7,x*vy-y*vx (ang. momentum),False
2.5,0.1,7,x^2+vx^2 (x-energy),False
2.5,0.1,7,y^2+vy^2 (y-energy),False
2.5,0.1,7,x*y+vx*vy (cross term),False
2.5,0.1,7,x*vy-y*vx (ang. momentum),False
3.0,0.1,7,x^2+vx^2 (x-energy),False
3.0,0.1,7,y^2+vy^2 (y-energy),False
3.0,0.1,7,x*y+vx*vy (cross term),False
3.0,0.1,7,x*vy-y*vx (ang. momentum),False
3.5,0.1,7,x^2+vx^2 (x-energy),False
3.5,0.1,7,y^2+vy^2 (y-energy),False
3.5,0.1,7,x*y+vx*vy (cross term),False
3.5,0.1,7,x*vy-y*vx (ang. momentum),False
4.0,0.1,7,x^2+vx^2 (x-energy),False
4.0,0.1,7,y^2+vy^2 (y-energy),False
4.0,0.1,7,x*y+vx*vy (cross term),False
4.0,0.1,7,x*vy-y*vx (ang. momentum),False
5.0,0.1,7,x^2+vx^2 (x-energy),False
5.0,0.1,7,y^2+vy^2 (y-energy),False
5.0,0.1,7,x*y+vx*vy (cross term),False
5.0,0.1,7,x*vy-y*vx (ang. momentum),False
7.0,0.1,7,x^2+vx^2 (x-energy),False
7.0,0.1,7,y^2+vy^2 (y-energy),False
7.0,0.1,7,x*y+vx*vy (cross term),False
7.0,0.1,7,x*vy-y*vx (ang. momentum),False
0.0,0.1,8,x^2+vx^2 (x-energy),False
0.0,0.1,8,y^2+vy^2 (y-energy),True
0.0,0.1,8,x*y+vx*vy (cross term),False
0.0,0.1,8,x*vy-y*vx (ang. momentum),False
1.0,0.1,8,x^2+vx^2 (x-energy),False
1.0,0.1,8,y^2+vy^2 (y-energy),True
1.0,0.1,8,x*y+vx*vy (cross term),False
1.0,0.1,8,x*vy-y*vx (ang. momentum),False
1.5,0.1,8,x^2+vx^2 (x-energy),False
1.5,0.1,8,y^2+vy^2 (y-energy),False
1.5,0.1,8,x*y+vx*vy (cross term),False
1.5,0.1,8,x*vy-y*vx (ang. momentum),False
2.0,0.1,8,x^2+vx^2 (x-energy),False
2.0,0.1,8,y^2+vy^2 (y-energy),False
2.0,0.1,8,x*y+vx*vy (cross term),False
2.0,0.1,8,x*vy-y*vx (ang. momentum),False
2.5,0.1,8,x^2+vx^2 (x-energy),False
2.5,0.1,8,y^2+vy^2 (y-energy),False
2.5,0.1,8,x*y+vx*vy (cross term),False
2.5,0.1,8,x*vy-y*vx (ang. momentum),False
3.0,0.1,8,x^2+vx^2 (x-energy),False
3.0,0.1,8,y^2+vy^2 (y-energy),False
3.0,0.1,8,x*y+vx*vy (cross term),False
3.0,0.1,8,x*vy-y*vx (ang. momentum),False
3.5,0.1,8,x^2+vx^2 (x-energy),False
3.5,0.1,8,y^2+vy^2 (y-energy),False
3.5,0.1,8,x*y+vx*vy (cross term),False
3.5,0.1,8,x*vy-y*vx (ang. momentum),False
4.0,0.1,8,x^2+vx^2 (x-energy),False
4.0,0.1,8,y^2+vy^2 (y-energy),False
4.0,0.1,8,x*y+vx*vy (cross term),False
4.0,0.1,8,x*vy-y*vx (ang. momentum),False
5.0,0.1,8,x^2+vx^2 (x-energy),False
5.0,0.1,8,y^2+vy^2 (y-energy),False
5.0,0.1,8,x*y+vx*vy (cross term),False
5.0,0.1,8,x*vy-y*vx (ang. momentum),False
7.0,0.1,8,x^2+vx^2 (x-energy),False
7.0,0.1,8,y^2+vy^2 (y-energy),False
7.0,0.1,8,x*y+vx*vy (cross term),False
7.0,0.1,8,x*vy-y*vx (ang. momentum),False
0.0,0.1,9,x^2+vx^2 (x-energy),False
0.0,0.1,9,y^2+vy^2 (y-energy),False
0.0,0.1,9,x*y+vx*vy (cross term),False
0.0,0.1,9,x*vy-y*vx (ang. momentum),True
1.0,0.1,9,x^2+vx^2 (x-energy),False
1.0,0.1,9,y^2+vy^2 (y-energy),False
1.0,0.1,9,x*y+vx*vy (cross term),False
1.0,0.1,9,x*vy-y*vx (ang. momentum),False
1.5,0.1,9,x^2+vx^2 (x-energy),False
1.5,0.1,9,y^2+vy^2 (y-energy),False
1.5,0.1,9,x*y+vx*vy (cross term),False
1.5,0.1,9,x*vy-y*vx (ang. momentum),False
2.0,0.1,9,x^2+vx^2 (x-energy),False
2.0,0.1,9,y^2+vy^2 (y-energy),False
2.0,0.1,9,x*y+vx*vy (cross term),False
2.0,0.1,9,x*vy-y*vx (ang. momentum),False
2.5,0.1,9,x^2+vx^2 (x-energy),False
2.5,0.1,9,y^2+vy^2 (y-energy),False
2.5,0.1,9,x*y+vx*vy (cross term),False
2.5,0.1,9,x*vy-y*vx (ang. momentum),False
3.0,0.1,9,x^2+vx^2 (x-energy),False
3.0,0.1,9,y^2+vy^2 (y-energy),False
3.0,0.1,9,x*y+vx*vy (cross term),False
3.0,0.1,9,x*vy-y*vx (ang. momentum),False
3.5,0.1,9,x^2+vx^2 (x-energy),False
3.5,0.1,9,y^2+vy^2 (y-energy),False
3.5,0.1,9,x*y+vx*vy (cross term),False
3.5,0.1,9,x*vy-y*vx (ang. momentum),False
4.0,0.1,9,x^2+vx^2 (x-energy),False
4.0,0.1,9,y^2+vy^2 (y-energy),False
4.0,0.1,9,x*y+vx*vy (cross term),False
4.0,0.1,9,x*vy-y*vx (ang. momentum),False
5.0,0.1,9,x^2+vx^2 (x-energy),False
5.0,0.1,9,y^2+vy^2 (y-energy),False
5.0,0.1,9,x*y+vx*vy (cross term),False
5.0,0.1,9,x*vy-y*vx (ang. momentum),False
7.0,0.1,9,x^2+vx^2 (x-energy),False
7.0,0.1,9,y^2+vy^2 (y-energy),False
7.0,0.1,9,x*y+vx*vy (cross term),False
7.0,0.1,9,x*vy-y*vx (ang. momentum),False
0.0,0.1,10,x^2+vx^2 (x-energy),True
0.0,0.1,10,y^2+vy^2 (y-energy),True
0.0,0.1,10,x*y+vx*vy (cross term),True
0.0,0.1,10,x*vy-y*vx (ang. momentum),True
1.0,0.1,10,x^2+vx^2 (x-energy),True
1.0,0.1,10,y^2+vy^2 (y-energy),True
1.0,0.1,10,x*y+vx*vy (cross term),False
1.0,0.1,10,x*vy-y*vx (ang. momentum),False
1.5,0.1,10,x^2+vx^2 (x-energy),True
1.5,0.1,10,y^2+vy^2 (y-energy),True
1.5,0.1,10,x*y+vx*vy (cross term),False
1.5,0.1,10,x*vy-y*vx (ang. momentum),False
2.0,0.1,10,x^2+vx^2 (x-energy),True
2.0,0.1,10,y^2+vy^2 (y-energy),True
2.0,0.1,10,x*y+vx*vy (cross term),False
2.0,0.1,10,x*vy-y*vx (ang. momentum),False
2.5,0.1,10,x^2+vx^2 (x-energy),True
2.5,0.1,10,y^2+vy^2 (y-energy),True
2.5,0.1,10,x*y+vx*vy (cross term),False
2.5,0.1,10,x*vy-y*vx (ang. momentum),False
3.0,0.1,10,x^2+vx^2 (x-energy),True
3.0,0.1,10,y^2+vy^2 (y-energy),True
3.0,0.1,10,x*y+vx*vy (cross term),False
3.0,0.1,10,x*vy-y*vx (ang. momentum),False
3.5,0.1,10,x^2+vx^2 (x-energy),True
3.5,0.1,10,y^2+vy^2 (y-energy),True
3.5,0.1,10,x*y+vx*vy (cross term),False
3.5,0.1,10,x*vy-y*vx (ang. momentum),False
4.0,0.1,10,x^2+vx^2 (x-energy),True
4.0,0.1,10,y^2+vy^2 (y-energy),True
4.0,0.1,10,x*y+vx*vy (cross term),False
4.0,0.1,10,x*vy-y*vx (ang. momentum),False
5.0,0.1,10,x^2+vx^2 (x-energy),True
5.0,0.1,10,y^2+vy^2 (y-energy),True
5.0,0.1,10,x*y+vx*vy (cross term),False
5.0,0.1,10,x*vy-y*vx (ang. momentum),False
7.0,0.1,10,x^2+vx^2 (x-energy),True
7.0,0.1,10,y^2+vy^2 (y-energy),True
7.0,0.1,10,x*y+vx*vy (cross term),False
7.0,0.1,10,x*vy-y*vx (ang. momentum),False
0.0,0.1,11,x^2+vx^2 (x-energy),False
0.0,0.1,11,y^2+vy^2 (y-energy),False
0.0,0.1,11,x*y+vx*vy (cross term),False
0.0,0.1,11,x*vy-y*vx (ang. momentum),True
1.0,0.1,11,x^2+vx^2 (x-energy),False
1.0,0.1,11,y^2+vy^2 (y-energy),False
1.0,0.1,11,x*y+vx*vy (cross term),False
1.0,0.1,11,x*vy-y*vx (ang. momentum),False
1.5,0.1,11,x^2+vx^2 (x-energy),False
1.5,0.1,11,y^2+vy^2 (y-energy),False
1.5,0.1,11,x*y+vx*vy (cross term),False
1.5,0.1,11,x*vy-y*vx (ang. momentum),False
2.0,0.1,11,x^2+vx^2 (x-energy),False
2.0,0.1,11,y^2+vy^2 (y-energy),False
2.0,0.1,11,x*y+vx*vy (cross term),False
2.0,0.1,11,x*vy-y*vx (ang. momentum),False
2.5,0.1,11,x^2+vx^2 (x-energy),False
2.5,0.1,11,y^2+vy^2 (y-energy),False
2.5,0.1,11,x*y+vx*vy (cross term),False
2.5,0.1,11,x*vy-y*vx (ang. momentum),False
3.0,0.1,11,x^2+vx^2 (x-energy),False
3.0,0.1,11,y^2+vy^2 (y-energy),False
3.0,0.1,11,x*y+vx*vy (cross term),False
3.0,0.1,11,x*vy-y*vx (ang. momentum),False
3.5,0.1,11,x^2+vx^2 (x-energy),False
3.5,0.1,11,y^2+vy^2 (y-energy),False
3.5,0.1,11,x*y+vx*vy (cross term),False
3.5,0.1,11,x*vy-y*vx (ang. momentum),False
4.0,0.1,11,x^2+vx^2 (x-energy),False
4.0,0.1,11,y^2+vy^2 (y-energy),False
4.0,0.1,11,x*y+vx*vy (cross term),False
